"","Categorical Slope","Categorical intercept","Categorical EC50","Continuous Slope","Continuous intercept","Continuous EC50"
"dataset64",3.09594658380197,0.955741955922096,50.5265340415761,1.813199479281,0.975988764694508,41.0579924143108
"dataset65",2.61174989734196,0.951676740304687,39.1818551148488,2.95170247753109,0.973058630136497,43.0536128304861
"dataset66",2.36650487408731,0.959123540579636,47.1919651960055,3.57909453169871,0.903728721820682,49.3760310070549
"dataset67",3.19282290006194,0.962300612202726,44.7586764366898,2.72956052697524,0.952016049462764,48.0280323611817
"dataset68",4.17111692232804,0.938997624571947,43.5784530325821,3.72052924986774,0.941855637921077,45.0848264313346
"dataset69",3.3850170323317,0.988937884599992,43.1649771672877,2.88144336977012,0.941468301907892,45.8694247340549
"dataset70",3.45479743941031,0.968665965996122,48.2125340777433,2.48704978544701,0.976137123960934,44.4452559561297
"dataset71",2.86385185040058,0.984792503486967,37.1182110551565,2.79499446188699,0.939687677317672,54.530186488676
"dataset72",2.27090246259026,0.966213124754651,40.7134830628725,3.70111490283231,0.900856073410905,42.4858954027152
"dataset73",2.20220689907381,0.999379871565181,36.8039899754466,2.89708970148244,0.941641339063214,44.6414415399932
"dataset74",3.16914452547046,0.961812206907808,47.0728499142481,3.35286708343109,0.947382097282364,43.3039116574347
"dataset75",35.290897219041,0.949995588139721,49.3464008604957,2.48486921494353,0.963946899187091,44.081232292801
"dataset76",2.87793677874604,0.962033652236191,50.9383025971243,4.60212988801207,0.915629430565997,51.8897999153671
"dataset77",3.35719837288681,0.974272550227854,43.0461393499034,2.84058085577532,0.952615837408649,46.4681536913024
"dataset78",2.62438962641506,0.96539711042724,37.5874163496614,1.90832842679344,1.03505101728141,51.5053081253674
"dataset79",2.33810177580531,0.970397199777517,44.3579450709764,3.41938541352537,0.969552298557771,44.2774412866119
"dataset80",3.76887632706648,0.915105342248077,41.4851340753305,4.16752519416584,0.981706298991925,44.2977216161234
"dataset81",1.93673749778324,1.0003532660984,35.8512273149535,3.82577745538048,0.992697591202873,43.844306444154
"dataset82",3.22408162017672,0.921209907138003,51.2836462504892,3.30885036255138,1.00052753938087,45.113765383224
"dataset83",4.79067178588733,0.969454388359195,44.7966500480089,4.1248901843315,0.963815133065461,43.7655196273062
"dataset84",2.67522172849352,0.947108278587755,49.9088232446499,2.44787774129238,0.980575926105423,55.7809276650253
"dataset85",2.34581939175941,0.983748769256344,41.448509535658,1.97078404527029,1.0002019524581,46.8061464458138
"dataset86",2.68835921035355,0.977489979636387,35.3363257614081,3.06570622410682,0.959789688675048,43.8479811494337
"dataset87",2.73084837241534,0.954042116411547,46.2658458240385,2.69645164027791,0.942311004196314,38.3112466940164
"dataset88",3.34421550476174,0.936233785459837,41.859423711988,4.94260535817439,0.948990731140674,50.6747085478102
"dataset89",3.49310217367116,1.01397400091504,42.7494678431619,2.5711842119245,0.955252634202339,45.3115641274563
"dataset90",2.78227939601521,0.942365960569951,46.8556693633017,3.01299005855694,0.952509936221303,51.3504047398474
"dataset91",5.24932626417046,0.931313560330629,43.8166216664921,3.15111514504169,0.967513170770677,44.8198414543769
"dataset92",3.29005605375009,0.988730256634721,41.2069653922361,2.86926634773279,0.982943461491955,51.0919157203657
"dataset93",3.00243520797273,0.989016427107924,39.3371808600507,2.82814956752585,0.964717380026377,41.2125731412592
"dataset94",4.13363756634433,0.980352396781448,44.265290280674,3.62013808191126,0.953471925605529,43.3296707040458
"dataset95",2.24258348284625,0.954940150667868,40.153118239591,2.57621647066147,0.947282278761806,44.2416857127863
"dataset96",3.60522151616472,0.967365584225244,40.8694529719957,3.00367294844339,0.915454278253924,51.8900324566221
"dataset97",4.6702896035106,0.918097794132742,51.3380244101325,2.73790173624993,0.918000579623686,49.118678366533
"dataset98",2.86828772645807,0.93505219095326,45.5659835352522,3.2877106932908,0.946124670708372,52.1914825952566
"dataset99",2.64680161918776,0.926098939416189,47.170494467346,2.94420533759488,0.968595528164943,42.6422216414164
"dataset100",1.72937503815002,1.00088575933597,43.9718955735594,3.50898998425225,0.943737949144921,43.7662391781182
"dataset101",3.93151809881015,0.954908343677566,50.2629424650307,4.31743533701824,0.928707208228071,41.4459633184844
"dataset102",3.31720847642672,0.987973899856085,45.4137765900976,2.98688346868694,0.97728183053404,39.3545444684877
"dataset103",3.42253796790043,0.979002070292341,42.4109358178877,3.65441795972524,0.991598938427201,46.2494455145262
"dataset104",3.96678567431907,0.94707657855349,41.4406660646586,3.31072524736066,0.962965055092542,46.547211158949
"dataset105",2.74303550023573,1.04412314126951,39.0381711564095,3.6590639997806,0.966207619637456,51.8789800589709
"dataset106",3.08512856070458,0.918047533525351,42.2684181416547,4.37570811570379,0.958919097341409,42.3246653191842
"dataset107",2.29296186912349,0.969522842368679,42.3567312510648,3.06770955321905,0.964574888404625,33.626644210766
"dataset108",2.46459832141205,0.958723485937056,37.4918259574018,3.60377239652436,0.969717893065015,42.0299108342534
"dataset109",5.06734197793455,0.938622464711494,49.2214306476408,2.81510161683688,0.988976448900314,43.0091558634477
"dataset110",3.98897282848472,0.970503218882063,42.4800469355393,3.89551373754963,0.97423562566026,46.648241004528
"dataset111",3.76432851454143,0.982752093841983,39.0172351821773,6.65825985079936,0.960750713804654,48.4812329901767
"dataset112",2.68395354985059,0.977073396290606,44.0690015815931,3.37808857007609,0.965902226522396,46.0066270655813
"dataset113",2.58554165101352,0.97564783934421,36.4508010564308,2.29756594483942,0.999116149549997,41.4295746026188
"dataset114",3.53226298901515,0.970018830587537,45.7281867067402,2.37398018501331,0.959948211694256,39.429823650935
"dataset115",2.84314972038735,0.953914950176505,47.3541451848198,2.37374094634304,0.99195322249134,52.1795902289736
"dataset116",2.73295121218609,0.969497737745574,45.104291036203,2.88568158318736,0.956766487155009,50.7578244675586
"dataset117",5.45927970022926,0.953743592057655,54.9259880005968,3.04356320115506,0.924681682138082,48.6331694533521
"dataset118",2.45979472436159,0.976498543971002,38.3047924095873,4.53912103412156,0.946890950164045,41.942900676772
"dataset119",3.05937723173705,0.965728570395721,43.2573989146726,3.15967694887898,0.986508524842202,41.9706805295893
"dataset120",4.32452205608143,0.896015600329642,47.6970990153667,3.24820915548084,0.932186368931776,40.2527918100508
"dataset121",2.66091748750365,0.964482844422639,49.5073511810594,4.57856419665223,0.957639687693804,42.4791121167967
"dataset122",4.51073081948401,0.947887743447531,44.5315250217572,2.29019865458551,0.926438847461606,48.7897724835166
"dataset123",4.75268169382862,0.908481419483962,51.7099228196546,3.7700433596435,0.909367320781859,52.1983932020775
"dataset124",2.99643057106391,0.983845328794568,39.9506532554756,4.63317559904077,0.945123152044648,45.4377345269046
"dataset125",2.66829875519784,0.960868768715867,44.1832430806741,1.6573119281975,0.999823807942827,44.1930343052772
"dataset126",3.58451003157385,0.949453313077779,40.1310875577903,2.73459927069784,0.938898757839886,45.3209973411078
"dataset127",2.52732170307862,0.938912924551351,50.2843328642795,3.17087937286446,0.98731261309295,40.8438896975888
"dataset128",3.62771196233492,0.903322976498189,55.7998064606136,5.17708480688779,0.954865042109073,39.8094553184356
"dataset129",3.40410109498475,0.980010822228913,48.7970509893904,2.39178310541444,0.979605916370973,46.5061993129901
"dataset130",3.4310326335934,0.979274876386607,47.7477240926183,2.50971461668339,0.956743673287002,41.7536927676997
"dataset131",4.92206926161119,0.949394188227212,46.5352244766042,3.57406562053485,0.959529578146402,38.4626934139824
"dataset132",3.36113415477743,0.965528660870577,39.1771429508703,3.24390505859604,0.98806493969974,36.9464610286773
"dataset133",3.37672973264818,0.892384701418435,47.1888418972324,3.97711571064998,0.921408821601188,48.4381164516295
"dataset134",3.47586054111364,0.983442152522093,38.9460394911024,4.51401423056018,0.919324941309524,43.8966606196666
"dataset135",3.84378406420486,0.940988988210796,48.9271662399469,2.24730836578265,0.939088252432941,45.2995938094112
"dataset136",3.24487720210962,0.968224090635603,49.5680119697444,6.81532640358545,0.953281189026123,52.2391669251835
"dataset137",2.77362415366937,0.936295812405884,49.0726464507519,3.53784635119594,0.951529197812562,49.5657033868371
"dataset138",4.20301495166085,0.942870481925455,47.4302401748316,4.0341331040315,0.956893172689737,49.5347669393223
"dataset139",2.1077815877557,0.997764163700833,38.0962312808454,4.66550765722849,0.968540886019556,48.5118228287983
"dataset140",4.00961574553645,0.930331127208094,44.7861781113913,NA,NA,NA
"dataset141",4.05596505043949,0.947401101568681,40.3897636963258,3.27550744739974,0.958761667474091,44.9457284661911
"dataset142",3.01174453665288,0.988342473474767,50.0957258720686,3.10010045925467,0.926826234847873,44.4737765314832
"dataset143",4.32856402816779,0.981765515933311,49.4726803392522,3.19280500742267,0.932382968621568,44.6562317133044
"dataset144",1.95550153955984,0.939588591609806,42.8517353438365,2.17169278600369,0.950810500886619,38.0176101920472
"dataset145",3.24508254050224,0.950341606144232,47.6380689300025,3.71488067993161,0.959153190698976,42.453467832506
"dataset146",2.35811129282432,0.917838521671008,47.7538101556151,3.21856107227154,0.986265911508888,45.1695195639061
"dataset147",3.45233245973203,0.925601883767768,46.6985420266967,4.46541471065787,0.91300098216463,51.1026738775177
"dataset148",3.13551437227506,0.959521177791595,39.9462386246743,2.5948233693012,0.949133044469598,48.8764375784225
"dataset149",2.69850922453417,0.961718250319998,44.0353324361228,3.47842941386039,0.98209305661563,46.7539486767607
"dataset150",12.2912039381241,0.941890479482612,48.7687617835332,1.9762936712936,0.976552313416263,47.5109542813898
"dataset151",2.850382739613,0.983886548436563,43.0093711483042,2.42604869808172,1.00010935898182,46.7897759945222
"dataset152",3.30371803118779,0.991398279732079,38.9854165600107,2.59792008540598,0.971558893480667,44.9419662766687
"dataset153",3.04618014661179,0.965865483345599,45.4016066393489,3.18222659786435,0.964660980237147,44.1003770005177
"dataset154",3.52449455349147,0.965214055776141,37.3346880045476,3.35807095885895,0.93410905177149,46.5927163524371
"dataset155",2.50834229049304,0.955122127965308,39.8299395670856,3.92222482978433,0.955959778264804,43.9192102875785
"dataset156",3.26664703720655,1.00386904207379,35.1887197281962,2.74390237776502,0.979331533495231,43.4646965421957
"dataset157",2.57148544405079,0.963981780639681,47.2652795504864,3.23732031679967,0.98352793421538,40.3191256425457
"dataset158",2.45993740114735,0.977638943587838,43.1574088539199,2.90007740865244,0.903224436970934,45.0737393871943
"dataset159",3.00864909791971,0.95741902298273,51.5747901710045,3.52717344961487,0.966743163150515,46.9217277359875
"dataset160",2.88915994116285,0.937202139398645,37.8642925845765,3.96540724688767,0.936689137668682,43.5579472485864
"dataset161",4.36826316785458,0.927513495529334,43.0449826750281,2.61658970866254,0.973505369299669,43.4562921268951
"dataset162",2.55857716690261,0.955358644411889,46.275437890534,2.42804977072352,0.963525816025407,44.2830409905408
"dataset163",3.22516727296162,0.960495930480474,40.7915215287086,3.52337499831879,0.963734485600222,46.2551993083957
"dataset164",3.04605896040479,0.933798804909751,43.3591512734689,3.04988750639101,0.956977031676224,43.1871194039271
"dataset165",13.5109856336885,0.950062224822832,50.3881704807646,4.84452374029502,0.918871835063944,45.0558203530553
"dataset166",3.54380226294688,0.941586925985042,44.304677662861,5.38941315047505,0.91741384845662,43.0018348475515
"dataset167",2.74695719226857,0.938225621394612,46.3352410479233,3.79464740087042,0.926109611401206,48.9487108856426
"dataset168",2.59375231544476,0.98135475276442,41.4790681553845,4.86492268124669,0.954950764023607,46.0971601659165
"dataset169",1.84201612119511,1.07421603519355,41.6333978845911,2.48102370991502,1.02152829210565,37.1850737475626
"dataset170",4.31439701581385,0.968152777969226,44.8918663292013,2.99104303349642,0.910220095412434,47.479008539411
"dataset171",2.95889278881113,0.961108629632932,43.9306748517798,5.81016569958246,0.938784226949037,46.3493450395003
"dataset172",3.31250126519254,0.986748903752187,46.6828338905325,3.05872456008163,0.959022037923241,45.1101547299787
"dataset173",2.68472244881754,0.982110860768037,51.5430832276119,3.21069539720784,0.988737133629813,39.6500782088651
"dataset174",2.3341065733711,0.974395849876961,47.249522901062,2.71473020258931,0.940102756140297,39.5935349158087
"dataset175",29.4295692399427,0.933338442523771,48.4669762320323,3.77411379377003,0.955849532919036,42.9159589430089
"dataset176",2.75469585261628,0.974015767124702,45.5459785606682,6.34528766266747,0.934671677381179,47.0040097775943
"dataset177",12.849813699628,0.916806743528087,48.4430410528898,2.89573658469775,0.949360463455166,36.2968558793414
"dataset178",2.73592796203848,0.961135708035698,44.0836425634915,3.74559655988732,0.96328984832842,45.0661509424267
"dataset179",2.46119958837278,0.945257977828048,53.3528332897553,3.84485390828661,0.980258094121388,41.4891034921749
"dataset180",3.72137718366508,0.960254395563392,51.8959246237619,3.44617324603682,0.935848486672639,40.6722424164098
"dataset181",5.0713868362381,0.938871023568669,48.0693511009444,3.12299280536924,0.953481218702303,52.3407731748988
"dataset182",2.00767661191917,0.999851518775055,38.0491634392912,4.22558460779998,0.912840383319684,52.5960747953457
"dataset183",3.00694849065082,0.922765559305783,42.7375810705465,2.96042953586308,0.969822958661683,41.3852161107207
"dataset184",2.93316572258245,0.95852525022684,45.4227074806753,3.08215725578663,0.924409390206053,38.365511732655
"dataset185",2.98081659841192,0.950078092317494,49.060964197456,3.97344489814258,0.924843261220509,50.3709106841374
"dataset186",3.52923962287175,0.952097430309578,42.8533621171142,3.44784456611875,0.945937031244146,48.140477636881
"dataset187",4.81194975521191,0.937636750079447,42.829324041159,3.12229569526766,0.979893083854897,37.9861348290343
"dataset188",2.72271357149184,0.965602569501777,43.4686532744133,2.49887582143735,0.979886424246373,49.9735669132192
"dataset189",2.90092907170432,0.952485764421361,49.9823076812016,4.30485992231039,0.955035514096437,51.0102535520462
"dataset190",3.5393457201501,0.973362077844557,50.9936298861021,2.95483880309428,0.982575974701097,46.0477643658893
"dataset191",2.14721690666018,0.984971452955763,41.5939308838399,3.72122667007235,0.957966822431567,47.0935467538341
"dataset192",4.27598602316567,0.898774269844099,47.2464860395047,3.18989287235966,0.961701443310195,44.5506330433599
"dataset193",2.8278184150956,0.953246227992569,39.8479662257743,3.42268829952566,0.981308178494239,45.7807526648549
"dataset194",2.65640773741675,0.953476512200384,48.8579866310331,3.09646211284376,0.965136658901475,41.9456227537341
"dataset195",3.6879587706471,0.928249477760039,51.0936935223293,2.70200563506758,0.945478941035424,44.3037678372324
"dataset196",3.60565754835903,0.959329737818255,43.9720401613096,3.01541698047256,0.927884724028672,43.2359712339101
"dataset197",2.22379488325238,0.987143543997277,43.2966153694142,2.59639103326185,0.969718879983429,44.083802220502
"dataset198",2.57397867805684,0.947887834070222,48.6604341178414,3.03140344124572,0.989848721052832,43.7038871738926
"dataset199",2.9159752830586,0.973085830122518,39.3505041534648,3.34092501907286,0.962110532868971,43.2718982561108
"dataset200",3.45449040144648,0.977773632435438,42.5585727240204,3.40514649803165,0.990717319935714,45.4318956096097
"dataset201",2.59917899130681,0.956903734816504,44.8303381597353,2.77644061714604,0.95252070655659,53.2783229636201
"dataset202",3.61691774162569,1.00102935599227,38.7817320273639,3.50715853399536,0.939419238206435,53.2818375744008
"dataset203",2.60776806508379,0.961084157672926,48.9178632982469,2.14970572254208,0.962095506046179,57.033295296728
"dataset204",2.8697521822462,0.964856504422184,45.6647730332671,4.09269568029917,0.95131929700773,41.3914723741827
"dataset205",2.68438042219816,0.934807768392083,39.2277365925525,2.12161079657962,1.00506451008376,46.9870518666738
"dataset206",10.9650706306637,0.933591346744771,48.6925458372568,2.55052254628825,0.988775423998542,39.2947067283132
"dataset207",2.79334159078097,0.949541483845699,40.3307166640795,2.32539978125367,0.959227334072819,37.6019129386554
"dataset208",4.27267248149989,0.932590707621494,47.8486125286733,3.41153989116333,0.964627990712999,47.3659973975856
"dataset209",3.03723414694106,0.958149658053646,39.1698967750883,3.21494122326958,0.929391531435577,45.1391641061131
"dataset210",3.11752354688626,0.927411004755278,54.2945447661238,3.06506450860254,0.96200623218095,43.507957520755
"dataset211",3.69239414885993,0.928719684962583,46.1521979694913,3.14489995230836,0.982709013948894,42.5271032158084
"dataset212",3.79083714334953,0.957536313674594,46.395649372459,2.59296434130628,0.960695007081514,48.0453226846065
"dataset213",2.87641406447993,0.95516560241182,40.5844937009466,3.09367566313656,0.934914067951523,42.0888619147728
"dataset214",2.2719057196404,0.949749991374565,44.0836170554103,3.11676665354685,0.905243155810427,48.2344301507583
"dataset215",3.2080007539808,0.959221957428722,48.6291316264554,2.90029863454414,0.962773803544373,45.8650761269077
"dataset216",3.82496308450617,0.979184760564866,40.3911072736555,3.00512084035435,0.993773484316295,52.7195831601783
"dataset217",3.96199176734053,0.920135615226781,47.4594600025448,3.53403843273896,0.936962989651317,47.1911502657091
"dataset218",18.5052573778945,0.916674374469584,48.5101788978285,4.21883343714892,0.99124183695144,46.079045817809
"dataset219",2.77106602094737,0.94696115805526,52.4308994128118,3.75555245314943,0.945494956683659,50.5145581012178
"dataset220",3.84068192415378,0.920585739167054,47.4117672434204,2.97987898811235,0.938706434486529,50.045810134692
"dataset221",2.30991159284262,0.960717964854971,41.3886847773396,3.26913751538768,0.98103481043015,37.7727140446874
"dataset222",1.93098650956994,1.0334307793056,36.2608638396989,3.46826665295721,0.913615153499284,45.1814050434943
"dataset223",2.63943714219003,0.991327340841882,42.1885607037591,3.88435530972463,0.97034357870024,47.2881457702906
"dataset224",3.53217853688359,0.916878417136126,43.4167992112749,3.19244974726488,1.07232881214015,28.4725700836435
"dataset225",2.90561772910863,0.978011608662461,38.7796523204873,2.39036445975442,0.943585111606109,58.4672333696645
"dataset226",2.74836333707453,0.948318335268396,48.3473261746388,3.01217886627025,0.953213697242129,48.5864964700043
"dataset227",2.46430700391209,0.982423725953654,41.4684006548757,4.00667839291203,0.947154218019615,39.96723391523
"dataset228",3.31024116308368,0.960708600800179,43.8434417646301,3.01930482169157,0.923856986234259,45.0517302636425
"dataset229",2.36603697272519,0.985054612352247,46.7262560656204,4.07934990799826,0.964307251815766,36.8613798335136
"dataset230",2.99930059588211,0.960202769416805,49.8410310787177,3.00154976257378,1.43304204448012,33.0439583101045
"dataset231",2.70444502107779,0.941146682738533,44.7691910975298,5.57770566680507,0.940955186862883,40.6711390002469
"dataset232",3.1251305910347,0.948172615514416,45.7059126667587,3.43498412620747,0.994174778178006,51.9905126851783
"dataset233",2.38189607049656,0.976753648391962,43.3857704327531,3.40080213231236,0.923380897861467,43.6350745929399
"dataset234",3.28936460396436,0.94467243183179,53.6226418077938,3.31512965860197,0.96588105780387,52.3079645505144
"dataset235",3.0399879498308,0.960861239984563,36.0942582436763,3.18689988879356,0.968826124799488,38.3922006031209
"dataset236",3.52605144440029,0.904865602326024,52.7915566876218,3.58662253962861,0.970405104071556,41.9362151864356
"dataset237",3.78757939698541,0.975290186561804,42.8576695136351,2.62040407308877,0.915536307385797,42.2829934379357
"dataset238",3.01298876597642,0.991392935222238,44.0002338995555,4.28763401059731,0.981047896961685,47.6876702749058
"dataset239",3.14524510968218,0.961340243440061,38.7619753769499,4.16685790436489,0.971739003689986,42.6050816682241
"dataset240",2.07975309913328,0.969140199573373,43.9377540511882,3.01040493294719,0.984885374883418,45.6040665674903
"dataset241",2.67359015226878,0.950380921908573,43.46413394623,3.55599508279989,0.980888540133387,40.5172901486872
"dataset242",2.45098533699586,0.964493413247726,41.7593585322964,5.37117628105897,0.938154614993095,50.0779314841655
"dataset243",2.89062413346491,0.950005279345409,41.2388149891104,2.50554659954507,0.970712967159273,40.8178252717606
"dataset244",2.63957351888351,0.966529625340405,46.7917711887569,2.89620168101729,0.952743914651567,44.0112504965001
"dataset245",2.84043223879903,0.991357170393945,38.2065391109142,3.78842541935731,0.969617492204301,48.6486932230307
"dataset246",3.02323659628326,0.967446463668361,43.0271463299789,2.81598089634176,0.926761792966917,52.8163915290869
"dataset247",4.11494776996288,0.949927051095689,43.1414753197796,3.74057341900471,0.974915691656514,44.3814297223551
"dataset248",2.96168454625233,0.941846988513749,36.3816046092303,3.39891278045491,0.949536462544153,41.8816128502374
"dataset249",2.87783676033416,1.04272632086211,37.4450765522507,3.06553277748798,0.962782683100365,45.6526693344378
"dataset250",4.79711820765702,0.935001980293099,46.4019801192329,3.71123523264089,0.95810893482268,44.7785896306311
"dataset251",2.68784805072072,0.975375086754289,42.1856648508199,2.44847238954769,0.960820663648558,43.5051821903633
"dataset252",2.81676253112151,0.964438126649903,42.4904499576615,3.49269569697039,0.952015620055411,39.4600223652868
"dataset253",2.84620404556377,0.972481344207002,54.3511854167314,2.67162611003391,0.970371802311088,43.8334636021219
"dataset254",3.19268062847216,0.917678311511004,48.0724129786728,2.90029167624665,0.964286141557723,43.3402481079864
"dataset255",2.90439082796083,0.951538551386972,43.1313531742382,2.81146021210497,0.956818732183521,55.2116119610865
"dataset256",3.35309660544582,0.950817598449982,45.2417677413545,3.09049721621636,0.965496904181131,50.0590854393915
"dataset257",3.34572301728471,0.963740185279315,37.5189654155515,2.99597171064357,0.974756887276811,44.9585398758083
