"","Categorical Slope","Categorical intercept","Categorical EC50","Continuous Slope","Continuous intercept","Continuous EC50"
"dataset258",3.37226095874862,0.935415314709957,46.3824347384801,2.88037096196734,0.896442109825854,47.6027175919771
"dataset259",3.71266458665217,0.966938030724178,43.9846223121157,3.61976329325163,0.971716227413064,39.7539708775687
"dataset260",4.18060577095579,0.947881098775524,42.3795047575239,3.65656775748313,0.973190099379138,45.7912615102135
"dataset261",2.04168263032128,0.999729562639112,40.9629962020999,2.84625710639711,0.992294897203949,41.4449591453951
"dataset262",2.38481058447178,0.954867147719541,39.9948320865879,3.38596605830972,0.93918959822956,54.9251501120149
"dataset263",3.32332273511862,0.972847607385127,46.4879607035239,2.66084112063688,0.958929756439905,44.531763771693
"dataset264",2.62062378734187,0.934493981310741,43.5522507320649,3.51361501814052,0.933601251017084,46.5614324158746
"dataset265",2.79340472754913,0.949587571829437,51.8895238700659,3.65563975474507,0.975668411977376,40.1878835954382
"dataset266",3.14234547514626,0.9487897985099,51.6754002049154,2.79801445873971,0.937249552400179,48.0139014683257
"dataset267",3.66036184648705,0.955084197770915,54.1321848295029,3.40941506469841,0.896882249090081,42.1084896317476
"dataset268",1.66320651632845,2.96719198768586,12.762783191013,2.63657629501324,0.949848970579048,49.970062837574
"dataset269",4.50846004693094,0.921299608298837,53.3499785194315,5.64717660939491,0.969886261280704,50.5343607645462
"dataset270",3.48802607198669,0.949163516950881,38.2311582759495,3.72606591405373,0.980700737656674,40.4854013452889
"dataset271",3.50144332739113,0.969398444607582,45.8271015596993,2.48102339407632,0.96474958906934,45.1386595779916
"dataset272",2.91928458496193,0.916550831992879,51.0625917150077,5.08573097495798,0.913351111232283,45.9324997281075
"dataset273",2.96938588387347,0.941253380168565,42.3631585824145,3.76767574869121,0.954903985028588,39.9729789782639
"dataset274",3.95430276897445,0.912243111882249,51.2334253668007,2.83878033870945,0.91166296321054,44.9247303947478
"dataset275",3.60788578414898,0.929903916828279,50.8381666479255,3.42774885006813,0.964710401320145,42.8340434323683
"dataset276",2.7907150146786,0.969199815760175,44.0025012155169,3.96412487823303,0.949116932760932,52.3252119366986
"dataset277",2.99427833517733,0.93643539597364,45.2467371936008,3.02367990780412,0.934597803234899,53.6051247739694
"dataset278",2.85458691747006,0.980562998830635,45.6126106292545,3.94509624454147,0.962692483514213,48.5559046742145
"dataset279",3.44685865338834,0.975920783397245,43.8482654088595,2.85442477680735,0.972038317143413,54.7334837008496
"dataset280",3.31915464835834,0.946401514853584,50.6844493472358,2.58880991269758,0.981257384438253,46.9276057036746
"dataset281",1.97191901107228,1.02777804386843,38.4689768299259,2.54132825576504,0.977521592489608,42.9910873608715
"dataset282",3.91315956535142,0.931724304822466,46.8414504728214,NA,NA,NA
"dataset283",16.3012785490962,0.916677675215223,47.840295749105,3.97323763135975,0.943796439103674,54.7478727759463
"dataset284",4.63572130366581,0.920077655722689,39.8967371805626,3.06337529392468,0.935277217789473,53.3824993501864
"dataset285",2.40526905287836,0.996642155757464,41.7478332536539,3.35845707771599,0.990236416069248,50.2647430781281
"dataset286",3.30541034168959,0.932072753129421,46.9220899363959,3.96957171988099,0.954185237213138,39.0481246911553
"dataset287",2.4078401626058,0.939264320016481,44.2452942016688,3.33333690292402,0.957484071392266,41.8303797268835
"dataset288",3.49059361226348,0.978901047355127,46.6593512413236,4.42418178536975,0.980847332663209,42.3000278404857
"dataset289",2.42962045521029,0.977703399267372,46.555082104986,3.54856716701179,0.946723926145137,43.2923413933705
"dataset290",2.17193762371845,0.967014836134272,48.8684293843276,2.5187488610791,0.954045850206112,53.7727865925076
"dataset291",3.08352065804664,0.952759182102449,42.8761092989893,3.10939851294756,1.02504117952447,41.5340463880596
"dataset292",3.20423279795051,0.981866764672568,44.1596352140728,3.37679499938254,0.959418211955613,34.9259290121808
"dataset293",3.47273595281486,0.947194716158763,43.5309344274866,2.67172814188927,0.967728376900871,44.2772729027071
"dataset294",1.65786015282122,1.00000169891787,45.6449797538222,3.11086191602664,0.981046735355737,41.7508190377085
"dataset295",3.51505047582191,0.984188542516798,36.1799328331673,2.4764224488516,0.928205378712272,49.1749723497555
"dataset296",4.16424744213262,0.968626802878461,49.2227967294423,4.38554411876692,0.91843220404717,57.0926195672028
"dataset297",2.69673663446224,0.981731454548721,43.4055020822516,2.95069287207756,0.938223630707508,41.7262971182284
"dataset298",4.18466996510422,0.937247682900232,44.9026260083394,3.35893444155002,0.939763503886169,38.1868904228696
"dataset299",2.92603052865442,0.95814289013437,42.2244869018948,3.82362573815442,0.932986015179423,47.698808684858
"dataset300",3.01926593054728,0.943867831882227,46.4195467986417,2.50771974067529,0.991844311939601,43.0845893907238
"dataset301",2.3558285281797,0.969024130066703,46.8381542109394,2.68209389533635,0.927154779648279,48.8321890566686
"dataset302",2.95894189516748,0.960113685728098,42.9951065113981,4.27616342955727,0.950176812430598,46.9909490248409
"dataset303",2.79096056645392,0.959324831128686,44.2959278357241,2.62310929141512,0.967101771714943,52.1104494270103
"dataset304",2.99839819958239,0.936106117828911,45.2945889698841,3.07108128642936,0.972402932248106,46.3909101428511
"dataset305",NA,NA,NA,2.5017206888576,0.98466020226159,46.5597885628321
"dataset306",3.31226479260728,0.968029388369029,44.9763630289497,3.19961796827089,0.912630905833716,50.7442334628468
"dataset307",3.5967751790548,0.922804075930601,53.4373349024943,3.2100611689763,0.948482149019644,43.2380836386221
"dataset308",3.47129391036068,0.96775101529119,49.5296477275135,2.61155991563193,0.929227727778846,42.4206318303497
"dataset309",2.05608209252597,1.00001700853147,42.8938611145729,2.49178474530622,1.00233787410807,40.6414780610282
"dataset310",3.7576234001507,0.969603582432916,46.8573318467597,1.98500532688673,1.00067820324503,40.0007603782241
"dataset311",3.83562519106438,0.964741325663252,49.8949787040789,3.12330068621033,0.944877017802894,58.7432583214194
"dataset312",2.78054314682412,0.962406142545525,46.110812272243,4.24967367391944,0.943962288662308,43.484192623565
"dataset313",2.43293751839406,0.936758282779743,43.4476315776487,3.94987319453771,0.982399532790624,48.7597332046087
"dataset314",2.8312245050302,0.965833486545932,46.6954609213526,2.65512395219443,0.968250308578566,39.8958041413534
"dataset315",4.83422650854523,0.931798406125314,51.4743759599408,3.26934320013264,0.960570686492688,44.6642116944903
"dataset316",2.42701139514582,0.970594346208765,38.9989101327876,4.51762295111611,0.97408216853681,45.3753297085488
"dataset317",3.00388296346737,0.934024010321129,39.1771554023003,3.15362460335539,0.93592974092684,47.7166961926295
"dataset318",2.20533237316472,0.999567659446759,42.595401629633,3.18058488050345,0.960282318494499,47.1290682917516
"dataset319",2.48986418125462,0.971736250255562,40.7790148822491,3.84237041750089,0.981027929625279,39.4506296956851
"dataset320",2.28949350370218,1.01490783472152,39.1528088076922,2.80818527781092,0.976589379760872,37.6805907978269
"dataset321",3.12149541928814,0.97905967839055,44.5811736775688,2.25804060823554,0.988368729690214,47.9355022056273
"dataset322",3.91511716383087,0.968388337826229,44.8391286808942,2.52826406394352,0.949930531683842,40.5472518040634
"dataset323",3.63591919587415,0.971134830520553,50.1147367296097,3.26075087863047,0.927541876456666,47.8409396425527
"dataset324",2.74978134054003,0.949116490316365,41.4369436792273,3.92057138775166,0.954775850852478,47.5238755649725
"dataset325",2.12790763469874,0.957444646180268,45.584151330306,3.11078369550708,0.934652337537852,42.1139719310967
"dataset326",1.8751052514058,0.980342141130649,45.2494626006685,2.50551261823649,0.980660147488547,47.2414086112172
"dataset327",2.76704524204491,0.988703245122614,38.539027626519,2.47920625254538,0.909676456568141,47.2948776466433
"dataset328",2.91439352001498,0.974040501249204,41.1925674123553,4.31103224169305,0.959178695537094,56.9553631862422
"dataset329",4.06088554524677,0.919786196513964,53.7808927109081,2.92398524748233,0.945784047908219,37.656243686328
"dataset330",3.03324517918612,0.96102537919706,49.6748311649718,3.58167381869044,0.959828657397804,50.5513579909862
"dataset331",2.99694273135806,0.972060657798181,45.6435011665241,2.70150555905981,0.943509484539358,51.0596533162813
"dataset332",2.28815530288027,1.01048322313285,44.5449469425721,3.89649272208632,0.96225008735353,40.9374000220813
"dataset333",3.82613901365514,0.984326029620992,45.8269861268229,2.74455810359022,0.974786376439216,35.2366952694474
"dataset334",2.15683562474772,0.964463048171852,45.6186798021015,3.62850483743991,0.967163242721708,47.9692477830291
"dataset335",3.2887331016951,0.91100620450834,43.1929163057649,5.52532908516091,0.966269064195228,41.2165523051062
"dataset336",2.66536908062499,0.965034119690231,46.992474066593,3.64252252972324,0.963907966800281,43.9204751456119
"dataset337",3.41688072062549,0.947437130165717,40.3987946826845,3.26392849916971,0.95376871285083,42.4075409848025
"dataset338",3.37558722242229,0.953282499269928,47.1273438612617,3.29659544847157,0.92491850560251,48.2797058008566
"dataset339",2.43018573073939,0.963657187684944,42.9654907987217,3.18885623302977,0.990670325346517,42.3901571771621
"dataset340",2.37393959580152,0.972277679469778,41.8709721175552,3.77171075116909,0.93952536149138,43.1918688829587
"dataset341",2.5471693264479,0.966471346591621,45.7791202509942,2.69287010035618,0.967093988452966,43.180692004897
"dataset342",22.3132429367126,0.966661915098351,49.2257510516376,4.56126061177516,0.96341143694257,47.0594406426094
"dataset343",2.56752487802017,0.945276909258657,44.3094855455943,2.66155765204959,0.955766828775523,46.2721376927554
"dataset344",3.41930928313357,0.990319018357961,40.9923383996828,2.63062243714612,0.979949119039683,47.0549271253019
"dataset345",3.16138307290901,0.963243838709716,34.112414169212,2.91216768603201,0.940779629469255,47.1819317283423
"dataset346",3.53873404055725,0.934514036063787,45.3292291363287,3.33795766257133,0.992058135450961,40.1118477711539
"dataset347",4.79389288474252,0.959522666736283,46.159067451545,3.5023760137587,0.963395845911556,42.9870580691702
"dataset348",3.20536990060623,1.00032061572007,45.6998543528096,2.62866245629784,0.966017775450538,39.2220938665049
"dataset349",2.88442729441108,1.00423619646556,42.4794186925422,2.82971692111108,0.96281014998493,37.493609062943
"dataset350",2.97298455112121,0.940296235366458,39.4056411730796,2.76457181394034,0.951810943876712,43.203094283494
"dataset351",2.4867825189379,1.00715943656529,45.3984741486309,4.30787791591926,0.95543720209731,56.3279640100374
"dataset352",3.01693212877288,0.938965732175718,52.237292281974,3.55255051106767,0.952532494738057,51.9708469582241
"dataset353",3.89460468137661,0.958318045610049,45.1741014825215,3.80926566483345,0.955935142467281,43.9668824020587
"dataset354",2.19345070796912,0.961667414386169,56.8362198037724,3.30332820431277,0.980877484719632,49.5163269380969
"dataset355",2.08947097724529,0.999143727110837,45.2241367260877,3.00540274080016,0.988606204758044,42.8447798893998
"dataset356",3.44988313760601,0.954724408686849,36.6868889602111,2.63353872888421,0.964117095116702,44.9112248288759
"dataset357",3.03233597856078,0.967600409917876,49.8211385754276,2.74030939621038,0.953052839152035,49.1117948110191
"dataset358",3.93877699762203,0.921588214509848,53.501708097723,3.07045092196537,0.970621711071576,44.3936515768224
"dataset359",3.34255769299265,0.963116989035346,45.6728721659462,2.93052313155629,0.975162760349616,49.8204793796285
"dataset360",2.70400363632436,0.993206772245888,47.2879329467144,3.3554230403074,0.989515839525267,38.5376755492059
"dataset361",3.81885872929174,0.978721867395469,45.5397516757633,3.55309713351985,0.944750310186553,44.7103651508792
"dataset362",2.92918100814693,1.04690654281651,46.4174690497716,3.86378972235654,0.919494320066362,48.8467962207676
"dataset363",4.0152555623799,0.936722523768112,49.5825107672248,3.99750751091526,0.969867413805002,42.9133952357723
"dataset364",2.34932352111247,1.03564243807998,36.9656299909347,2.4355190525744,1.00722250773072,39.2576846218623
"dataset365",3.04467418549631,0.986421946560163,43.6067122028613,4.23785616196445,0.98011752605883,51.4738550840382
"dataset366",1.16277482025986,1.13535492836333,34.9700748275137,5.29016987137819,0.947131686795174,47.3246836955928
"dataset367",3.44572434676935,0.955445898498518,44.5553128747747,2.26436879307569,0.952092291440288,39.7076443070732
"dataset368",4.54437882186491,0.978448396167662,41.5446839711253,3.03767839900038,0.953756814754811,45.9984217116704
"dataset369",4.46938136837966,0.95090976264484,43.0614892348372,2.17172628879427,0.962267018561482,47.857961236474
"dataset370",3.73871712490312,0.975268441864735,49.427544862563,3.02253386422043,0.914071874501516,46.7392927118301
"dataset371",3.42264509997838,1.00787031196913,53.243302751877,2.68534710046948,0.98143134895803,43.2490208323484
"dataset372",3.21628700181446,0.926574320888014,45.4690951436072,3.12917211557712,0.909117347844479,51.5642276898659
"dataset373",2.53311340129617,0.977850602732437,51.2638970267546,3.62250938442027,0.950472426241186,36.7762548302636
"dataset374",2.93423328856926,0.957643950898684,45.5680861020913,2.4032695589149,0.957794208229033,44.0979390948062
"dataset375",3.1041400139099,0.952410529161706,45.0954565806694,4.15015495404644,0.931765932962915,37.1173009578988
"dataset376",NA,NA,NA,2.90905965999437,0.982132515277938,42.830593703326
"dataset377",4.01128983486871,0.922634923938638,44.7866908621045,2.92612429101344,0.964589522635975,39.1258678253625
"dataset378",2.23874943538444,0.992245279017647,49.5020772362727,2.84179429180784,0.97647307327503,39.5853822788841
"dataset379",2.79852987654409,0.917632556214935,49.6828755674769,2.50454185341986,0.968425259495989,50.8255903902544
"dataset380",3.09065086822462,0.973637305623141,46.4809691968207,2.57290962072004,0.976836472398414,40.8826582179294
"dataset381",3.01533201615018,0.960121444614924,46.2652702525692,3.64065559818346,0.922859850423641,41.39936451692
"dataset382",2.91203978589224,0.95366311883488,43.9132101468392,2.9644741665532,0.971957352931726,45.4480878724035
"dataset383",4.71346853840387,0.89250397341058,51.9596489829933,2.45437749011997,0.928012298929073,50.693067551653
"dataset384",3.0085338114935,0.92797048063291,44.1934989852511,3.66584653775263,0.963815291054442,48.5251561919855
"dataset385",3.07031450976628,0.966786544020179,49.9250013428071,3.04130978853722,0.979640627470302,44.1448455874386
"dataset386",3.16040466143277,0.915252263951185,39.4672768548959,3.07619797350282,0.963973617827563,46.620052749329
"dataset387",4.48772076284821,0.920702700143815,48.5260365732552,3.60683232565079,0.934286831405845,46.3891978349991
"dataset388",3.48328319213686,0.990734442544453,35.509202069056,3.41243374381013,0.942211021763206,44.0630751404388
"dataset389",4.28773834518666,0.911696525296155,41.9853011370522,3.3171259659515,0.923704668580081,51.1385985391486
"dataset390",3.65029173768182,0.938056808928472,45.9174120125895,2.99341345594416,1.01354194537822,42.2431156520156
"dataset391",2.68680637389542,0.941340919080545,45.9159727913737,2.96924266097815,0.961146176783577,46.0423053580179
"dataset392",3.10187685626952,0.952303788857739,48.6060373957078,2.66445580616617,0.970698291267957,39.5542213407598
"dataset393",2.55457278871103,0.982162844167231,40.4097084917637,2.80506466897461,0.932800512962904,43.8464549877912
"dataset394",3.74510543134064,0.913721238617914,42.7473790953998,2.20627702969664,0.976184676751542,44.0503024942405
"dataset395",2.88418432206541,0.966929787296745,38.220873427986,4.16185941133275,0.979889378220987,41.4711480628108
"dataset396",5.60807807750335,0.961134140752295,39.0349285759102,3.06312965671232,0.963814543262396,46.6638379450799
"dataset397",2.61966707483709,0.922350278723962,47.8170418466264,3.22035397403864,0.983440331908414,45.6100033695266
"dataset398",5.70097890116413,0.962487553301517,42.9625108185164,5.03521698823898,0.911145093421814,47.5085442891846
"dataset399",3.29863768942768,0.968984762870004,45.9434758506869,4.65545777302663,0.955569761351524,43.8241896694628
"dataset400",3.0128903526251,0.945746073485395,49.7568964786303,2.77391032356005,0.947001364599435,41.7047744457714
"dataset401",3.55255440178434,0.96389019890259,51.3440827369988,3.79046387270064,0.947056990567774,47.7121657718427
"dataset402",3.08912053727086,0.979152926725054,41.471095313534,2.8412026194901,0.952827533569216,40.7895904481092
"dataset403",2.83709076743888,0.951038600543703,41.1236185022495,3.51049385462821,0.985707675712049,41.8729308011294
"dataset404",3.92301136066762,0.905724270217656,46.1712859226678,3.70108751992316,0.958827745728857,45.7972646838153
"dataset405",2.6353289214257,0.931314515209025,48.8272220411508,2.61960270672156,0.989026790112299,46.7415758817758
"dataset406",4.73412792894616,0.937218440466201,43.9220867307512,4.47394261376391,0.96167355580763,41.923429371509
"dataset407",3.518438414712,0.976418025871364,39.7718876125862,8.33635139883274,0.903307727001863,56.8780618929625
"dataset408",1.68470368079756,1.0005386873938,37.7249422891818,5.72347553145861,0.950815840880881,43.3908860123304
"dataset409",5.05675491889047,0.932382496358415,39.4499512798865,3.32642138753332,0.948343578250944,45.4326274365388
"dataset410",3.08465484552498,0.97665784616303,42.8134222869698,4.26601074260151,0.977178282628881,42.8411531405371
"dataset411",3.44445830459897,0.943323795772652,52.434574621555,5.01358235099026,0.914716968135765,44.5607738719553
"dataset412",3.04061221328778,0.954271671121902,49.5458975297777,3.95773299869415,0.94955674666966,47.2016189740285
"dataset413",18.0353307373875,0.916662912303704,48.4724025751427,4.33431388164606,0.949720909335382,43.6747589530919
"dataset414",4.3602695877924,0.959109096436674,44.0364631489354,3.05655631641024,0.940878148196703,43.4284785849576
"dataset415",3.94008177551567,0.968410974677239,43.7811257371716,3.09246420761561,0.941534438486373,43.2925962344628
"dataset416",2.71833696275427,0.945937126130923,44.0552965763811,2.49794664076901,0.996937522349612,41.2976728005448
"dataset417",2.98172228420445,0.965942361227921,50.1478177074409,2.99292257119447,0.97639266950096,42.5143371621281
"dataset418",NA,NA,NA,4.4817551748955,0.903241541854083,38.8142480018937
"dataset419",4.26094366214606,0.94909874276667,51.1469601650752,2.72583591738361,0.950785847071755,53.7913401520118
"dataset420",3.6712550250212,0.947817317801526,41.3380699164128,3.22965273630545,0.956934402746253,43.0383846676254
"dataset421",4.27451470605161,0.917900211228934,44.3782742509342,2.44572397215823,0.989565115481918,49.6442829397487
"dataset422",3.54149849685768,0.947898519299177,51.577010771132,4.08147691484199,0.972910949399637,45.662412230065
"dataset423",2.49431679349473,0.974303449641573,44.6767232511131,3.55713530684526,0.944578463250913,44.7529297737089
"dataset424",2.75813342568756,0.945385800982078,40.8838061683824,2.98822085945245,0.981184584176841,45.0815170750188
"dataset425",2.77088319258772,0.961692615534572,48.596436300618,3.85375746126442,0.972825911495589,43.5786828749826
"dataset426",2.6206237873399,0.934493981310803,43.5522507320707,3.95981236517756,0.963404854163348,47.2415815823565
"dataset427",4.37811672251293,0.88617194409106,49.2863920462668,8.76634505107559,0.907041269408229,44.5694828840751
"dataset428",2.57253736291576,0.952315977413227,49.1846965969774,3.54521034822075,0.955781712582401,43.0223895030418
"dataset429",2.6951547623564,0.968369047814507,46.4632740022729,3.66763182644237,0.955146930097709,51.3624444691081
"dataset430",3.93626568736995,0.955837826150326,47.7657259043003,3.68957775901886,0.973262339348945,43.5754976194413
"dataset431",3.76304809913346,0.932283281352558,51.6437313139233,3.37350800449931,0.953984802892867,43.3872219034092
"dataset432",2.82861390061072,0.939495502894381,39.5651049108313,3.87682582918851,0.957898600466393,43.6484635135131
"dataset433",2.59953556920115,0.938368349450017,51.584252703255,3.71994743874758,0.977627242433698,52.2606237281407
"dataset434",2.29688699944996,0.972700882483404,44.0970353704039,4.81505612290647,0.955902495627673,43.7579753207284
"dataset435",2.56024312431006,0.994246633068703,46.1708187347606,4.63139327971933,0.929962585509645,41.228183044343
"dataset436",3.4673896624349,0.953771221992913,45.8869953506708,3.80638105881879,0.96626236959996,48.0140976789822
"dataset437",2.7046809678526,0.974423450963178,39.2945269607303,3.76643533546426,0.951381511117078,48.1872197066761
"dataset438",2.71445140607496,0.969756750973883,46.2008478578886,2.96894083233246,0.972813839597223,55.7527738074441
"dataset439",2.42221271298626,1.0007058554561,44.3481506678834,3.07607740317591,0.968250445584537,44.7621873858264
"dataset440",3.3190777037771,0.949726673571612,45.3995749616195,3.167394151386,0.93723309127978,43.8979495221879
"dataset441",3.82127768601043,0.939671573442024,49.1428326428343,3.26553243204412,0.9607329662833,54.8384537969099
"dataset442",2.70424956981634,0.978330105263667,50.9017429162651,4.17966773186889,0.934223579262706,48.5576636815616
"dataset443",3.52769727326226,0.964634024870651,48.8184886352692,2.94350963026949,0.988837383082428,38.862439920402
"dataset444",2.69732670255602,0.971178475904796,41.6910361977667,2.68843731852957,0.960815869041904,47.8005312162318
"dataset445",3.24774044643924,0.936341387673716,41.867408980322,4.66040209304821,0.944822258827861,44.3681400694738
"dataset446",2.24307756747603,0.999848446660689,35.9024206160402,4.08563432205218,0.93320686103788,47.546291174776
"dataset447",2.37167219140527,0.982170117390584,39.603604333097,3.80738385738104,0.981791371980473,47.7586204892349
"dataset448",2.04996781241163,0.999706793944827,33.0228818122158,3.56637768816711,0.964348667397323,41.7717673234135
"dataset449",2.47202491919176,0.970750152282696,45.2271082202736,2.58277124500916,0.983250707469031,38.0274845231034
"dataset450",2.1588937679456,0.972423458034087,44.415656661566,3.03500381769841,0.95184097536773,47.5415047790341
"dataset451",3.06921949621572,0.959543059363127,46.3212104995474,3.61214545588843,0.974177556182366,40.4071562750887
"dataset452",2.70978262651248,0.974156649384409,42.3240592533952,3.69848326985846,0.949308583465093,52.4742636265094
"dataset453",3.0875325268107,0.937091936128662,51.1864835107428,3.43581032118512,0.958413978830567,39.6199323117585
"dataset454",2.63116000515581,0.974026982034861,51.7535837317195,4.37586543155341,0.951518866379256,46.7421251212893
"dataset455",3.36373327965435,0.961571724851995,41.6301271560777,3.13824031967325,0.939463208908021,47.1097861088524
"dataset456",3.12391720861349,0.938495216655415,44.8745875463175,2.36341608398255,0.97269864161114,47.8169565052909
"dataset457",3.16776760150594,0.990454752890732,46.1990159929022,2.27223359199415,0.957975237592321,42.1030958743034
"dataset458",2.32786942846724,0.933338791530318,47.7619581953368,2.68512041872201,0.962479688836951,38.6335859625801
"dataset459",3.30864163784181,0.974096636236014,38.1916613991816,2.54953527958535,0.985094558154474,41.8729083012865
"dataset460",3.33826225777855,0.935029038631774,43.1745018560874,4.28658715648452,0.928934681786354,44.680941505754
"dataset461",2.81005004069961,0.920688590432225,45.4390216389824,3.48441957825826,0.913091521432381,51.7001373476177
"dataset462",3.50954098027232,0.954802041020078,44.6279961320278,2.56003068590196,0.987454186940179,44.7802282289993
"dataset463",3.05364967525298,0.942872931774789,46.5585172092361,3.69211892100149,0.990819452033678,45.2499397834533
"dataset464",2.71496071655572,0.918826576618539,47.0470076052036,3.18706948090775,0.953972887728295,44.6442661895223
"dataset465",4.21305904808844,0.916318204961642,50.472001548388,2.6173456075749,0.928009340873261,46.2092296613672
"dataset466",4.39235449659534,0.988877095787482,42.180695268499,5.2878577985406,0.954225743973053,38.9328826712822
"dataset467",2.74054117358469,0.941531307152238,38.3775293757783,3.75977179351281,0.954441072889436,37.1826907636158
"dataset468",3.90281328124251,0.948499307157303,40.2463989967155,2.33192695680886,0.979644799288516,42.015075791993
"dataset469",17.7815920589324,0.924983366238794,47.5222752911561,2.83632216541768,0.948059075062959,43.6886625583343
"dataset470",3.56616677793922,0.915072261846693,41.4982805889238,3.16934962248219,0.951433265394518,34.1599414185671
"dataset471",2.88266432523748,0.965079204183354,44.5091827027419,3.16800188002682,0.96002269497856,40.5421433110949
"dataset472",2.39206672199843,0.962067664891345,59.0560288282484,2.96636727513742,0.955528858740502,43.4948053792438
"dataset473",4.21983514217472,0.891279636811691,46.0503387838627,3.01937713951792,0.936385233150241,45.3554312125233
"dataset474",2.71282050948533,0.988151395120711,49.2422636091844,3.6626585652021,0.952029938790297,45.76928915452
"dataset475",3.42011891310691,0.939538251710451,43.5457618772538,2.06035951789669,0.983691340036938,51.1776772400054
"dataset476",1.9137414614137,0.965335375077062,46.2389934596835,2.12533705981285,1.0033360431464,36.4225604756883
"dataset477",2.69572747910357,0.940032227221284,49.8124654983563,3.4605576233974,0.954740016414116,39.114282355544
"dataset478",3.31008626361978,0.937236554127095,50.9966116190721,5.10489583894855,0.921716896121134,50.6067290749483
"dataset479",3.18191921486774,0.897422072015405,42.9372329308226,3.16393634694088,0.985156130361962,44.2843181984701
"dataset480",3.91215189860456,0.967643163473582,46.0254882413219,6.00244201934831,0.946605455433306,50.9884627157528
"dataset481",2.87575851543162,0.961701890986571,37.8679981917764,2.8867308428044,0.951599813764312,53.2081748678023
"dataset482",2.84523206271456,0.968704986052394,39.9090077511294,2.74257734124101,0.945322483103534,46.6718995399679
"dataset483",10.4405571784826,0.916966951388891,49.4521460428999,4.08568195906824,0.972795797268837,45.6792252109805
"dataset484",3.33729362158389,0.938441488410635,52.0641645929115,3.1056243690968,0.93941708825575,55.3584197375222
"dataset485",3.34666966547218,0.97786144801056,40.5829070530308,4.17715046658487,0.951913848222239,47.9120633986911
"dataset486",3.03802526187614,0.954006411370999,42.7271597466648,3.31867990431794,0.975427404819282,33.2384766670166
"dataset487",2.60182319186317,0.974952661184123,41.280211785497,2.95593360600509,0.967917181839463,40.6334960671189
"dataset488",2.49057602316735,1.00706905805893,45.7416825331047,3.12461127411258,0.970510317932441,37.286007434645
"dataset489",2.31440033021294,0.928483234229208,43.7024871350258,2.87229787707479,0.974343356492709,42.9510399463912
"dataset490",3.50871434884352,0.96097349702619,39.7063727985954,2.47080696953546,0.999998814861262,41.9789978897523
"dataset491",2.42451408814592,0.996044350720177,44.9841943829778,2.76012840700055,0.959475334841338,42.0501671403792
"dataset492",3.66757802298757,0.97911235691084,33.3422210406619,4.27962888098199,0.955911065768343,46.0535177985522
"dataset493",3.2892470757325,0.931241718696324,50.7686993903855,2.73243597069307,0.958596806650741,44.464652168717
"dataset494",2.73989799585034,0.988817982558557,45.637234037494,3.11735010430638,0.943286186875631,51.6164544270727
"dataset495",3.14594462065639,0.942669569463152,47.7117315324085,2.14174191022822,0.968739364295795,45.5325766872592
"dataset496",1.59834377453107,1.00066199402895,43.4705292205289,3.60475049368361,0.952218616219299,42.4388892114915
"dataset497",4.26756821852063,0.959688033106788,46.0744971499027,3.62220494637058,0.92339847936757,55.1208280449158
"dataset498",4.47827902985173,0.957613364550736,44.2512736687869,3.12704422852053,0.961324282658057,48.2317456916781
"dataset499",3.63535733789831,0.946794008489972,46.8913588463726,2.93941082178208,0.968989320734371,44.8025478805102
"dataset500",4.0388641280319,0.933181957113258,43.297031334442,3.38715651242942,0.953953845821434,42.3050432653113
"dataset501",2.41838310662023,0.957747065244352,41.6424818515272,2.19021903962593,0.907502719875608,53.3532469546494
"dataset502",2.60555158666813,0.984793360378034,37.2424104616873,2.45525980401042,1.00023196241515,38.0191201869916
"dataset503",4.3967898405368,0.955595380604604,48.9133720855394,3.42197511606181,0.97913485083382,46.1302445530893
"dataset504",2.98555189195737,0.972687915621469,44.4604861930537,2.25361858609746,0.962955968368281,46.1145636087543
"dataset505",3.57222328481564,0.91229529187105,50.0462751176465,3.39308191136068,0.978694563811621,44.0030081371932
"dataset506",3.31903039524422,0.955724213232558,50.3592161629506,2.41993248393059,0.974507865623914,42.5821285607266
"dataset507",3.06900492543011,0.965878919998771,53.9472362391299,3.49304063659017,0.935977161244646,51.2392738275597
"dataset508",2.61765221332156,0.992307414052311,42.080700550679,4.25618953255495,0.917236404713246,53.0710450463205
"dataset509",3.58086711673887,0.935061258768657,49.9644405761699,4.28955326371,0.982821356205024,42.044920105092
"dataset510",3.83585463678907,0.938165826073059,43.6758182076486,3.316514512582,0.951899963204478,42.6504720585106
"dataset511",4.6600999778972,0.912652135284764,57.6898077691056,3.04806083376661,0.953597490225764,40.4937370678539
"dataset512",3.32286115345967,0.972089006623943,42.3167136919631,3.13562195078971,0.969340810112533,46.838418542873
"dataset513",3.48042957699541,0.952580802148415,41.7574880513079,3.09593179020644,0.933514746905469,42.2960836523233
"dataset514",3.10944608162989,0.909722173109415,57.9517126673238,3.97203635333714,0.945180232333018,47.9465449920774
"dataset515",3.27768377779634,0.960275826125836,44.997747973204,2.94584073591475,0.941415895283356,45.7970512741609
"dataset516",3.09197635313306,0.971822102267027,42.4160301016701,3.58935811322626,0.956031985500045,44.0493342492467
"dataset517",4.15354705253946,0.953000365594026,47.0443371879035,3.8627639614115,0.951291875878827,57.5970075768511
