"","alpha","IC2.5","IC97.5","beta","IC2.5","IC97.5","EC50","IC2.5","IC97.5","BIC"
"1",0.951465153076365,0.903025495870382,0.984004677313121,2.95879121312647,1.95412583286623,4.40915341639132,48.5032429277007,40.0211983119639,58.9820573486959,47.0395524164647
"2",0.961437141494554,0.914348360286675,0.992634657550279,2.76739586386546,1.72524342439356,4.39875200978553,51.2069840114468,41.8397698599117,63.5729328662706,44.9982615784217
"3",0.956370416205589,0.906805633138609,0.988924274697857,3.15204674936928,2.04101761174349,4.89056719223773,45.1519366176668,37.0566107359376,55.1600704694756,42.2654096262857
"4",0.965997129316543,0.918845471874436,0.997476581079833,3.72243746652531,2.23344795642828,6.26735805681885,44.4842918786288,36.8172896426128,53.2151470153183,37.2498946688187
"5",0.949838673156086,0.90016085486141,0.9892389466649,3.65392219079418,2.04632918574502,5.9939875747594,45.9081547257857,38.023463485939,54.6493079070801,48.5800868223865
"6",0.937553711388814,0.887028422953335,0.976083601994017,3.5265288466999,2.27968748639538,5.35768144688522,48.0343063840668,39.9957967676138,58.0271708649438,50.275446868667
"7",0.931256145705595,0.87231509396294,0.978020850467832,3.04176581036321,1.84154803361394,4.91088631612009,42.5185166094712,34.4400160643396,52.1670219402026,48.3833282746855
"8",0.939323006744929,0.885172442578542,0.978073786090688,3.07571171229825,2.07367456151512,4.53974281928897,43.297245467059,35.5623696554319,53.7384912840697,46.8890950708892
"9",0.960891903214432,0.91354533339911,0.990674434486658,2.79617107310266,1.87281819152024,4.11319268550436,45.9675264624226,37.6836696158755,56.7885818904448,46.3311413369636
"10",0.920345891368457,0.858348477861481,0.966090380879221,3.67747104458236,2.13782891849294,6.34436986164162,48.6083753488365,39.9319879883044,59.2316152777736,50.5616703734779
"11",0.916093291149703,0.855058065991562,0.964454915437167,3.50695349318613,2.1731185081182,5.72337896380056,45.744624022297,37.8888146503254,56.4350844142936,46.1377295662546
"12",0.973398172100682,0.930755523955348,0.996963834595456,3.62136921672426,2.36949158993879,5.35361339873223,39.3548023828012,33.0580986340398,47.014285445487,38.2309061416437
"13",0.958486113897688,0.906357928098686,0.993788107329861,3.2441720449655,1.88886347272375,5.3705187480419,47.080453726093,38.5875416069855,57.0244832489294,42.6965934445422
"14",0.95253655143161,0.900135712010704,0.988994446578823,2.79597608042974,1.79979950164971,4.20668156541473,39.5871598512981,32.0745733977464,49.4297009633366,47.3188927941051
"15",0.92787662670878,0.864363724138494,0.976998060653174,2.41191920021423,1.4656034844596,3.99043916459346,45.0761279142345,35.4866785534307,58.0676612169871,58.1953290293769
"16",0.955321997083232,0.907986439531331,0.986077975165356,4.01144735692695,2.70879057332283,5.89647699838868,37.849002537913,32.1913723671376,44.494941429603,45.6081141357492
"17",0.948286450313656,0.896971072751114,0.982674713268169,2.82927499707086,1.87816019550412,4.09926224095171,43.273848930869,35.4055491640784,53.2369365184517,47.4981151893067
"18",0.938989613272851,0.891190780170558,0.974642215724036,8.63348259961101,4.07538463440792,16.476239991945,50.9363441309045,44.640543520108,57.0985781062115,42.5659145155662
"19",0.930410668087707,0.871641011157844,0.9723613416548,3.26526075777441,2.12757091006889,4.97119916756036,41.293784893004,34.2983146168273,50.3596370332414,50.6711237187765
"20",0.928290343102817,0.874090508743859,0.966822220390742,4.59347824577321,2.90347622024409,7.28789862291225,46.8236191740191,39.9054902629079,55.3674235443823,46.3657490413954
"21",0.926958407062476,0.868045179282528,0.97137793101001,4.3418205943351,2.53787288061127,7.69871641587254,40.5804904436673,33.795458062243,48.0785971003009,45.8449677322386
"22",0.950337809747861,0.90064752216815,0.98425515003058,3.21237732590447,2.04764122594057,4.94476995126928,48.5542904957578,40.0549117880027,59.0373065889152,45.2261861281638
"23",0.959140770946035,0.912016730101182,0.989666948311058,2.76221002175725,1.88329347013939,3.96018019386785,41.613909303451,33.9757403511419,51.005649235462,44.4470761200573
"24",0.938841887555988,0.875473975436472,0.985096501178003,2.3582328048047,1.46527581152229,3.71387359441106,42.178307758255,32.902419551872,53.7583846391945,57.1029726697486
