"","alpha","IC2.5","IC97.5","beta","IC2.5","IC97.5","EC50","IC2.5","IC97.5","BIC"
"1",0.972422514285191,0.927767513859795,0.996120626252129,2.93766280086879,2.06320603718737,4.231420665151,45.112498233639,37.5025186115191,54.6174333054773,40.3676889218379
"2",0.925973976392172,0.86559872850141,0.970717254871572,4.24847569237451,2.57378465397775,7.75911371003897,47.4906708161603,39.5761633909575,56.0044927825389,45.0166878907288
"3",0.961475883065883,0.919021106986476,0.989451646803713,3.4062250513562,2.33552041874434,4.86952446833584,46.7080532502373,39.1989615083141,55.7666680487316,44.8073480043153
"4",0.915501054654372,0.856882106650458,0.96449104273553,3.11518688652907,2.01270448341912,4.68213252862639,46.7404668371318,38.4458997709712,56.9760250494225,56.3211796084025
"5",0.963755787093049,0.904050528365343,0.998214187602891,2.7771035340488,1.74202150806672,4.70885852393278,45.448513741758,36.5917338899756,56.2233029107296,48.6818141450797
"6",0.971951767643398,0.926532057048791,0.995905486761173,2.50709356532174,1.79681176000634,3.49031242363158,41.1687746172229,33.8919974743005,50.7437075053854,41.4317646133823
"7",0.947939884216498,0.884121471507904,0.990191490788904,2.51555932425565,1.6136627401695,4.07751570850373,49.6758374549645,39.4888856888891,62.9013858821422,52.5175848234401
"8",0.956120858615572,0.895915596067286,0.9928715081945,2.17720807491727,1.47957657313462,3.13284591736448,41.6754381488452,32.8616321593699,52.7956468429407,50.3728892372004
"9",0.960192970974645,0.908022707626304,0.992031716277275,3.22901225622781,2.1278879154266,4.98009323725618,44.6835859033575,37.0391616629561,53.8779217760639,44.4265941530381
"10",0.894122441472192,0.822511732644864,0.951631974906988,3.815357849785,2.30709327791062,7.24279329761971,47.8921409543798,39.0139303907696,58.0237683259084,55.1568265053494
"11",0.943828914578377,0.889226660542597,0.981548973495953,4.03276803070568,2.70665959550607,6.37559475453376,42.6613868739238,35.8737650497644,50.3375425639263,44.569234995173
"12",0.911053071796681,0.847935675525667,0.960230035528568,3.11687368586748,2.04145424597866,4.78030795332676,46.4771922577904,37.9736477645474,56.8532816703335,57.7622784219667
"13",0.976293077435741,0.939503044866455,0.997660444587514,3.55467147480065,2.36601705766733,5.21372815670914,42.4161280413356,35.6287538703548,50.1767292360666,50.3000364810693
"14",0.94307710690753,0.86238728774221,0.996664745826401,2.15027828592025,1.2675998554122,3.89603385377204,42.7778723795526,31.9382867800255,56.9452293320944,55.6016701616751
"15",0.933799298057168,0.874137298909395,0.979721544353362,3.75395800455033,2.06639017677341,6.51333615878306,52.3654102413573,43.1548643279657,63.3972724686452,50.0618699330649
"16",0.935243033752758,0.881452767747856,0.973811498473819,4.12322841501491,2.6280585177476,6.47765394787644,45.9815307587401,38.9730080855714,54.0244583249096,46.997171161802
"17",0.959595068971282,0.913092698644795,0.989628542940331,3.23947511438688,2.24281691861185,4.62263707359528,45.8143836210849,38.0460829440579,54.7382620236625,51.6276259498434
"18",0.925734413800348,0.864079068135969,0.971108366597134,3.20123429339975,2.18296374943841,4.86496199159075,41.0356321708793,33.6308875308682,50.3420628042299,47.7361716767667
"19",0.948819156620852,0.895815323226938,0.984613810700506,2.68927683776371,1.89212277106005,3.77895049054218,42.1228578672572,34.3079808528874,51.7172998712028,47.4845989000742
"20",0.977728951046913,0.940673254565699,0.996841571045236,3.81668443017167,2.66435475448458,5.46688921337858,44.093551799613,37.4905228492458,51.7880749655651,37.7033646233964
"21",0.962733831291361,0.917303639880936,0.992528534797461,3.30454540424757,2.18331790380585,4.93321817838263,47.5196757126357,39.6606120574536,56.8676020728356,42.7483294465607
"22",0.948545646453896,0.893933189421141,0.986254692847679,3.49346288571723,2.26375412422398,5.57580049573056,47.3597416856619,38.9586741636835,56.8780780523445,42.7876147267674
"23",0.94112562317486,0.881921627680661,0.981724627089982,3.46064879781767,2.27421467656609,5.28045753240109,41.8485992161382,34.8791933874062,50.0733729315393,48.0210779246696
"24",0.883202394321677,0.81434325458057,0.941340280010406,4.02358456366394,2.28974918031654,7.31305976193743,56.4479467679451,46.3812240981031,69.3703802063946,54.6400922316035
"25",0.944332583590309,0.885092167598764,0.986503861847877,3.00837627575603,1.94986982147487,4.66045099492189,42.7190332410491,34.9472287742851,52.1250565066976,45.0387199829205
"26",0.940694663987843,0.881888940195808,0.980806282608608,2.84516225557021,1.91122595833674,4.37383719248374,46.5547211288924,37.6742656247678,57.5572285327459,56.9713068355326
"27",0.91782562617389,0.857147242542178,0.966368533300885,4.22325626589024,2.49770159915021,7.54592039681985,47.6339016891319,39.754568248985,56.8215318074768,49.8221266244232
"28",0.958470205630639,0.899249276635681,0.992868556898418,2.41867137444913,1.64490275119442,3.64280772057214,43.2531926057015,34.8671987839443,54.1922377444162,44.7739330422517
"29",0.923935069399689,0.869868900864178,0.966632122080643,3.58295270563339,2.25781714771103,5.4803224521081,58.2658613570376,48.6339643893434,70.4010257128455,53.3644453869742
