"","alpha","IC2.5","IC97.5","beta","IC2.5","IC97.5","gamma","IC2.5","IC97.5","BIC"
"1",0.944769790186263,0.89499679350523,0.979064555385664,2.89470743766859,1.68917694401227,4.56797689748854,22.4603665789123,12.7229760590749,31.0445919123633,45.5346987338439
"2",0.967568434127525,0.915672067831469,0.998825698747446,1.8299904185734,0.911185771589056,3.29339243800839,10.7073925525673,2.37284561982826e-124,26.2871274704965,50.4046150922791
"3",0.94807918079641,0.900567515866508,0.982437151835049,3.31974023683783,1.88400470708851,5.26452123200374,21.452385847286,11.2056631853044,29.8260522782366,42.5053550585375
"4",0.954020604971847,0.906665195809402,0.987693263365452,4.03140261797322,2.08581131695278,6.98569415860089,23.9847966785656,11.6433929877611,36.6839306379038,40.9777439133334
"5",0.953612862962122,0.893574790203138,0.998823877904197,3.61615467118768,1.17620373853068,7.14522427377847,19.9456031710129,5.59530913590316e-240,35.5170906364572,59.4053253191323
"6",0.931920290320752,0.878482748918576,0.970579001415069,3.47013325684481,1.89819767933814,5.72198021947363,24.7979153128133,15.1110637304757,34.6084255763495,49.6960365406267
"7",0.92921302955825,0.863684330026565,0.988391008532793,3.07523965724188,1.37591722129522,5.30009001867621,16.0771888116693,5.11705128775383e-35,28.4821044857763,54.6274958974139
"8",0.935188684038167,0.882479650778556,0.973427560134532,3.29884426030591,2.00034914709312,5.00283354135578,19.693860490633,11.434318872812,27.256973675422,45.001277092953
"9",0.960474736293503,0.915552292394569,0.988548447553295,2.64640125024676,1.64093039760329,3.88742171150249,16.9106792608713,9.98974159107665,22.2818977685789,43.6171835379684
"10",0.91598255833452,0.85356221284041,0.960843879554629,3.48116255409898,1.89771413256001,6.86720600278527,24.5423553012986,13.9374520983979,42.9096598867565,51.1802217649932
"11",0.914114756911506,0.853657902156349,0.958822265949926,3.38799206704706,1.93622739326073,5.54764205680017,21.2762747871462,12.3383763870481,32.9675281826897,46.0980681045385
"12",0.972026181557036,0.933488414895981,0.994386638564318,4.28119693150381,2.71758066008613,6.26849498215369,19.6669935105439,13.9334643323037,23.9193593372984,35.4962866169124
"13",0.958596185322886,0.903093027239688,0.998604317040407,2.73814897519686,1.06754461980372,5.28157380458793,16.2699667742061,8.62727010507133e-62,33.1712417742051,50.3529603800518
"14",0.943419610628768,0.89372407905767,0.980643417386677,3.36699349576844,1.92673437640266,4.94882746075797,17.5137664903635,5.45772782865981,23.2031451579797,45.3196412331525
"15",0.950558772982925,0.878572298098438,0.989586333085447,1.58748742265477,1.01959507981703,3.1840878585783,1.96323631894303,4.98703158196482e-137,22.514693884234,63.8140365532833
"16",0.954735185986036,0.910390874083216,0.984622133181764,5.0472831314408,3.09858013234433,7.58114946026329,21.6527580024679,15.7393131160147,27.0192811091922,42.3556274628548
"17",0.944545811524597,0.891326237001764,0.980865364205137,2.91190956529898,1.81794752728467,4.3052919559223,17.4485006074115,9.72980868203923,24.2230903449944,45.9075464475768
"18",0.936078527960081,0.891104291361024,0.969323523866159,11.1310345990459,5.63918015136631,18.5256291663232,42.7862308767096,37.4110199319276,47.7713600220397,38.9422264665844
"19",0.925725680742792,0.867175080942181,0.968170731506705,3.56450367478674,2.03827431503749,5.41410859040031,19.2190935896483,10.8680809384144,26.5634308888718,49.3046627283213
"20",0.92527345962159,0.871350782839512,0.966487402846139,4.56511950698794,2.55043946110969,7.89900472806651,27.9412601465022,19.2311075663986,37.216574506205,46.3540736153643
"21",0.911778569642232,0.850610181161734,0.959873360930041,5.86693851317083,2.90538953205207,11.7312064976653,26.4768327577763,13.8158288837618,38.6525542902326,49.3607485077724
"22",0.944602299498053,0.896349439096571,0.979038011377212,2.94663983636345,1.69902877195029,4.60140096440178,21.8755265174277,11.4182179705428,29.6958552077818,44.3958600714875
"23",0.957778795596544,0.909522275392443,0.988313726179741,2.87771811744534,1.83749725503085,4.17657849752452,15.5578151181282,9.46901819542239,22.5541216369297,42.1725587763958
"24",0.967129026347107,0.916098813210554,0.995742244802933,1.58536147903312,1.1090934498152,2.11085073623095,2.09257117839714e-10,4.88396920021678e-220,1.67849925064463e-18,61.3036993911531
"25",0.990507426116716,0.965158244776726,0.999759704431344,3.67659497507664,2.31805866872951,5.36239050102981,19.3351132243578,13.4116161908603,23.7936885270093,25.3191398740354
"26",0.933727261834778,0.872789647716192,0.982522756150131,2.64711471278704,1.32281707146359,4.3754694792033,14.1775140186104,1.98798867700476e-17,27.0052633870872,53.2311953498099
"27",0.950635588397948,0.896581623831474,0.984471901336649,2.6497202436808,1.56253847627799,4.08554439509152,17.439527116396,8.37248787273153,26.9736066131594,50.6768516599156
"28",0.983879774684371,0.937033217772722,0.999659610334823,1.65961658865067,1.05091894856729,3.36141261415369,2.80557640681634,6.511296623547e-97,21.2313997959353,49.0834604025136
"29",0.965533752309422,0.926648457370947,0.990183735158501,5.15036415536868,3.10375398505429,8.0492486168523,27.4203976741208,21.1784864313696,34.4555671447069,35.5402909176331
"30",0.933201371448582,0.876370755155746,0.973955111359742,5.14598083069277,2.77478196082165,9.08722580301033,23.9156151123602,15.0799862969553,33.830480646651,48.1830152831023
"31",0.943288851011933,0.89061099352092,0.981177090209735,3.72011101170904,2.17249627292453,6.00581062752939,19.8503258460363,11.6045721962541,28.8565662891405,42.8919977524295
"32",0.945375746576815,0.896796391085306,0.980824440778631,2.84971023415449,1.63098812270813,4.37161896040414,21.1116556677831,10.2208767555225,29.0527177993851,44.04772072597
"33",0.967331324963761,0.916427283765581,0.99549426817238,1.26976999593212,0.872999563644882,1.71715776205257,3.88728684506041e-09,7.32948682854214e-200,2.62218183806888e-22,54.0475254468635
"34",0.957392054106412,0.909538330303108,0.99229244340336,3.17493206937297,1.23933851198389,5.17767473561196,16.2998061820229,8.44029897854099e-58,25.9114239218665,53.5814229341544
"35",0.876505282286045,0.816404364689296,0.929436296813763,11.4198621784282,3.59369046856168,19.3768168795133,42.9668949777081,25.7247908636748,53.0019921834176,51.0234254547318
"36",0.944263421438727,0.882542054664696,0.983819937809805,1.25094563321725,0.844121022846292,1.71250540173051,0.00411695256606764,4.50572873769601e-127,0.0709986355828729,64.4346246888812
"37",0.954394479641873,0.894609253140464,0.989719287821045,1.47159344623946,0.966016872806063,2.88286670679008,1.63676711006769,1.95969647251147e-187,20.6523936902268,55.8524365019731
"38",0.951603430034727,0.886053144245297,0.989435526664499,1.62883389002174,1.03474870213583,3.45080718469056,2.1355244828391,1.41138051530698e-101,23.8230457456169,53.3534683891666
"39",0.95268244655161,0.904614435655714,0.985281456662982,2.64450869590727,1.56512185726376,3.95276030161986,17.9819117332827,8.30324977180329,24.625554017597,58.5182371619872
