"","NEC Cont","NEC Cat","BAYES NEC Cont","BAYES NEC cat","PW cont","PW cat","ROC Cont","ROC cat","EC5 Cont","EC5 cat"
"112",19.8257167135072,17.6751107917838,25.5821553717124,10.7828049671053,9.897,6.106,41.1661086646945,38.9406919853637,11.5011598382626,19.8684010435894
"113",29.6168552646602,13.7833318726498,5.07496997561149,4.46402541520615,6.296,6.209,31.0454656263709,39.2513119764504,11.4069876193709,16.8109193783955
"114",18.0454509157612,24.9145033857746,21.4184139828222,24.5713165283033,16.84,6.128,41.6753645847033,38.1385801368489,15.0935886966393,15.3573317011153
"115",12.5000094560011,11.1879107754894,19.4003227586001,11.4009470041979,18.68,6.153,43.301761692216,44.0771278609984,18.296395589662,32.0289735265396
"116",15.7178356745005,34.0619342133816,17.5558326110144,11.5747910853438,14.45,1.213,32.7730680736536,36.5673468467096,18.4834229831619,11.5715409342215
"117",19.8014283672722,13.4000354409047,25.7744596108901,39.7807230479072,17.3,8.502,40.9009825640681,38.1134268287163,21.9250267151259,16.522737430763
"118",37.7501437900285,15.4881666888417,37.6108684857476,0.000763890206398458,9.962,6.218,37.1286322445841,42.4492671281215,16.5285888218863,24.143137975999
"119",15.7101354910139,35.1853459898302,16.2259264951453,17.0380945111839,19.78,6.159,34.4667569847987,39.0480059908818,16.2598461401587,16.3719727082059
"120",19.812865022223,22.2089829163318,26.569188326803,29.5093662191502,7.905,14.91,37.006150171636,40.0364771224474,22.3297587744808,23.1833463012851
"121",19.448683862698,12.5134867047041,30.3369015587921,13.2836863935857,3.951,6.283,39.5649937875196,43.888756683911,13.4886828604729,27.8300833627905
"122",24.997250613623,17.0615251688058,12.3146597550231,29.7722992898217,5.011,4.643,42.4495718102953,36.7998590332519,23.9039184780088,14.9542598512712
"123",19.0070185040346,20.9995108969418,19.8651712218743,25.9454505987876,9.917,6.469,43.0866452708735,38.2444807557713,24.0667412119618,14.6560959723897
"124",19.2753105321527,22.0673448365194,13.1279629043852,15.0309429162279,24.99,10.09,35.0286834514374,37.9648466354002,7.47774905898706,17.6496707163429
"125",22.6944666566459,17.2546547503808,19.2163134970543,19.4496275620687,3.901,18.54,42.1415151967148,40.231064366287,15.4411397086492,15.6841453041089
"126",19.7993774277632,34.6459619802211,24.0035464464132,20.8580810748597,4.82,1.077,34.1913914262505,44.2589763207954,16.1378867499906,24.7820249821479
"127",27.1140734238568,45.773882403635,20.1239674392214,15.1942385898247,19.38,4.711,33.843195573455,39.1441201505739,22.541540788901,20.5467287715508
"128",37.2798217385495,16.5977337196699,32.9439539589781,0.458044389151242,9.9,2.648,33.9834531238575,38.9876636150051,13.5789560490146,20.2418601604818
"129",23.5910467814,31.4886679671483,16.2692371626551,24.533009888814,15.7,14.69,31.6486518643591,41.0637675542562,12.9173484022504,25.5847873603025
"130",44.8492539846457,25.0170933528485,21.4309035228199,23.0613056361714,10.21,6.212,32.3763633174018,37.2167399875311,16.8753529646165,16.3147248153293
"131",17.0906915627535,15.4257290499401,19.172605155822,31.5847775003438,15.7,6.121,35.0326290191988,41.8078306926656,14.9063366624949,19.7307434615114
"132",20.4935509994043,14.4127371713036,5.03729521467727,13.0829975830599,3.226,1.597,43.7062253432424,36.7476057149878,23.1025204020289,16.6942824464505
"133",15.7139062760956,21.5981546282691,18.361994780546,6.81809308369229e-12,6.293,14.48,41.9759680029534,41.0373578852903,22.8636858351787,22.7441205038216
"134",17.3037378273609,21.8860466254894,19.9702574946006,18.7478702421346,6.847,6.206,33.5328390957743,39.5503050950586,12.2202100505995,20.0040384969083
"135",19.8011111865223,24.6330223290937,22.9085842638653,30.9915126308167,2.964,4.477,46.91507368266,40.2754413998416,33.9130723477037,16.9745702188281
"136",27.1935825418644,8.57355884409373,15.7346649376235,22.9839537808883,7.863,12.69,42.4537318792396,40.883265728929,21.5641103581708,23.5401151498381
"137",19.8001249906314,39.3191558885344,19.5479351859972,18.6950251752374,9.877,2.55,42.432614666238,19.2163517648435,23.8740792611398,9.42323019383927
"138",45.9867145231595,31.6671068481048,19.0826168152132,31.0888953080066,3.891,3.588,47.1448196135482,40.2155168350867,25.8083888070077,21.4893000683438
"139",15.7085138170091,14.2226765515712,22.8718384850176,6.405399123586,1.292,6.255,42.0272112901657,38.2581599791875,18.293204927973,19.5431263210163
"140",26.6713907630311,21.9884479724535,23.6556601643135,27.5623439282753,9.919,5.95,34.4742729461511,38.5431169892872,17.2034763633499,18.8456739816215
"141",18.0500244285004,10.5638764791904,5.87555058165414,23.545196114816,13.56,3.331,33.92121515907,40.3911835835943,17.7570594728402,25.0578215012341
"142",23.6785722401081,11.7228442700585,6.94208417952106,18.647129965305,3.919,1.27,34.7859882045491,22.4726542032801,9.79843635466169,9.50697298853718
"143",30.190691305023,17.7317486757511,22.9784505739244,30.883967677419,12.5,6.235,36.2795616950681,39.7944156989944,19.2171285328472,19.2262801204703
"144",19.7999774720674,21.6041556235422,18.8458550905454,3.7388407256375e-47,1.249,19.73,40.1322418397061,40.636674451955,18.0942038544511,13.7002753865832
"145",27.9051629387524,13.8473247888679,27.1386784430031,23.7415641207979,8.005,6.103,45.8371006388927,40.5712406565024,26.4286657998569,19.9021742448421
"146",21.2702620600756,15.8073603590443,31.3572765437942,0.000841093447980402,3.874,12.22,45.3227350535213,37.5271569407734,15.7141193272018,15.6187732764905
"147",29.5034687134486,29.143234864762,23.7939243308233,19.0031430308095,6.367,6.255,41.8728855790662,38.2011191547521,20.0536970249831,14.7886043503765
"148",19.8000112904027,46.6148114949011,29.0838685954529,17.0576137513376,3.893,12.65,33.1651969648047,46.02997385109,10.7089627113922,38.3798807795938
"149",13.5414722755623,19.102769667389,12.0779798458009,14.6327957137392,4.923,12.34,39.6202712120739,37.3321423696688,13.9013774792388,15.3086842855151
"150",19.7764139364719,18.6363221390798,11.8887651083734,28.7598471139254,1.268,1.882,41.3288357565983,36.4988725356515,14.468716260504,15.989584730217
"151",19.8033388069675,17.5816011722522,32.4540727577608,15.6014611201191,11.56,3.534,37.7267791403401,38.5701158031937,17.4823533346231,17.2695888169809
"152",19.8024697903425,20.4253924728838,20.6289072848891,18.4292599383299,15.68,3.747,45.7575060080454,36.6967649336108,19.387328852769,16.1917400605637
"153",26.3404080001158,17.6288465915288,15.5433754792599,21.2476657776829,3.945,13.73,42.3001508245541,37.5579673341946,20.7313177876405,12.3142897430612
"154",45.3442574127681,20.3932411711278,16.0136069563548,17.417675925237,4.749,12.55,43.5231000310802,35.2284320592518,14.8628466110765,14.2871607097504
"155",13.0704488739868,16.009944358517,22.9801275796188,6.56610272509068,12.48,4.855,34.3367183490952,38.6125905280182,16.2370592433973,15.0404268673782
"156",14.5019049323834,41.0718580818401,34.0468635715716,17.1098885428951,11.3,3.16,39.8552023963314,37.3297764087705,16.3299870950249,13.0383788816992
"157",19.8227053266695,27.6457137039396,16.9101454744793,16.0297244211198,3.89,3.131,37.8663110220016,40.111377203767,20.3624745141376,19.3825821257519
"158",18.1044356901015,37.3769333016001,25.270226734498,6.93002850550483,9.889,2.434,43.3372676336416,37.6012473576112,20.7295636501863,13.6655116821104
"159",21.6354451247353,16.5717587222124,20.2901491746647,15.263619723853,6.309,6.256,38.2410840462312,39.871683688478,14.1040114141058,21.9374037941754
"160",20.7514457548139,24.9778343593891,19.9753937952954,14.5188731817156,9.936,1.17,36.7655803808522,38.7861242758217,13.1697857600909,14.6406254682483
"161",24.9999319602615,35.4140304983585,21.5106538813182,33.4940046755221,7.967,7.103,43.0868407399953,37.7489327298758,20.0551662890865,16.3710948787822
"162",34.6255892775864,16.0596407743479,28.761576774206,16.0207310176703,18.64,1.25,39.0099560705261,39.1603413500814,16.4465684679449,16.4920577579352
"163",19.7985523682204,13.7815605809103,19.436733155381,18.6251966055356,12.48,4.245,36.8883505919525,46.9011306664492,24.5353536823602,40.5212765817659
"164",28.0916503116323,25.0152635141121,15.9925948928311,20.75511149175,3.71,5.534,39.8314565896658,39.4336131147927,24.900931142799,19.3022228730749
"165",33.3863955673801,41.6288378377365,27.4038340145377,30.6025204079548,6.312,12.5,43.6762400476155,39.585635284371,22.529547958587,15.8633546889728
"166",24.9932943102108,44.4924545392926,22.9600709311864,25.3191181016448,7.901,1.049,43.3670626887487,36.9911812263613,25.1664749400383,13.3295655536589
"167",25.000071417575,26.2040855922465,12.3736669071526,16.346278344478,5.56,3.715,31.0576755666832,32.6673695658898,11.3489308763306,8.41836471006447
"168",19.7983859730219,21.3209339624784,5.49649695039317,11.8408480083778,9.937,1.496,39.4562768870394,39.4856016390451,17.7408323072703,22.6869161670366
"169",24.9998186921493,19.6478128332512,30.1436663924244,12.2607998911494,6.298,5.362,43.2522123968709,38.3521538550548,27.9225189434543,16.2403305870667
"170",25.0077080458231,33.171997666854,18.8917307807427,29.0412693559359,20.83,1.072,36.4858223420466,38.3766292072885,17.2268839539701,19.1919249485016
"171",18.7226768595258,35.185352137518,24.5280998598664,20.7907941097012,1.211,12.46,31.1275410543269,38.5905366438275,15.8476445447248,17.2132482831262
"172",19.8221525596441,15.5816700256719,14.0719994869049,18.1797291137174,10.46,2.947,32.8114452476553,37.9745070197732,13.3838686881986,13.3826377756203
"173",22.3229901012523,19.4997643930033,21.3370075670804,17.245767569124,10.95,12.51,38.544882958723,38.0664154397817,19.6696487517652,15.6401675985744
"174",37.8097336751427,20.9808040943856,19.629205333039,6.25963821483524,5.967,1.296,43.4822978271948,38.2521016686035,29.5533579534523,15.0274213623112
"175",28.5146363868609,19.5480241563581,10.1440614079974,32.9772503599658,6.117,6.269,29.6867210287244,40.4223979573128,13.1301677939659,16.1284380347734
"176",24.9833387665504,35.603791738384,19.7476692138421,16.5645090058686,1.43,6.022,40.6292925508768,40.954532101141,20.5328207284873,23.5239094660997
"177",22.3361011584679,30.5181252151642,18.0412050411853,35.422273951008,5.004,12.22,34.735689769382,42.0149039246337,19.2905986241688,26.8978512228402
"178",16.4286173713928,11.5203828966784,19.3000193635791,16.5389130244409,5.007,6.277,31.4959670814837,19.0084606745196,17.3074590660044,8.77835322990895
"179",18.5753169418935,22.2609484746582,20.9039092096136,14.3274544591761,3.874,9.397,42.062954893709,39.3418697193023,20.388063692572,16.0525386194431
"180",13.743342919928,19.4070245865819,10.1260696506765,29.0940958896082,6.367,10.11,50.9948945623254,38.7462232604363,26.2018305378152,16.6459803942041
"181",21.7380165456921,36.6648851863841,24.7625987704601,32.6817725564979,9.866,8.115,38.0474280725829,39.878198197441,15.3072282206782,18.2701321340273
"182",19.7910274874068,36.9002394687976,21.5448212850093,1.93744771186888,3.849,6.249,32.9788058029678,38.6990737431754,14.7588271454627,18.6060296331011
"183",18.0606065009035,10.5119509195518,5.11652294332559,9.83389464663713,1.565,5.144,43.1184149784651,39.8100619314003,24.007939010356,23.2271434302559
