"","alpha","IC2.5","IC97.5","beta","IC2.5","IC97.5","gamma","IC2.5","IC97.5","BIC"
"1",0.967325960844065,0.919859802120179,0.99415550769393,2.78104064363217,1.74723636807092,4.19189758550095,17.7257491632398,9.17314789296265,26.7737047982392,41.2388639198742
"2",0.913286110109343,0.853806019028318,0.959300729203634,5.08082359221591,2.46710642569305,10.6243814039587,31.6512777511879,16.9342198871529,44.1684485180048,46.2710492221687
"3",0.954950930173244,0.907568883983648,0.987405302052955,3.44588502618765,2.12507924404102,5.1714050734715,24.7004603137406,16.1668543644789,34.0568027222655,42.7944977613824
"4",0.903814998269748,0.84123447007621,0.952409846600867,3.31209431088006,2.00081899320765,5.02860743334059,24.9326664623393,14.1266928463501,34.9777056672574,54.2795042710011
"5",0.972878164144934,0.899170206470011,0.999525284316795,1.99688697807595,1.1545314788814,4.645690287369,6.71271497714888,6.64269143670746e-164,35.6412618296772,58.1804187642585
"6",0.969358411931262,0.923989006268113,0.995221163950071,2.63733010752121,1.75564512331089,3.79046943201261,13.1589681930522,6.19821836076547,19.9967855556904,40.2405639004324
"7",0.969769484958416,0.920032072710656,0.996238312379883,1.41012806270655,0.981130227801756,2.34937821421648,1.12156041139697,1.31584168455798e-274,15.9483838321516,59.0409103128357
"8",0.968054558847649,0.912922204981776,0.996441380564129,1.66532790291685,1.15111280407555,2.71539953622958,1.2164335688265,5.59825449641749e-138,15.0145252360429,54.962588725151
"9",0.954420866011151,0.901480461795394,0.988318229958491,3.20239846014155,1.9507448651534,5.19602349543418,19.8419297802367,10.636599512657,35.0937108859245,45.8288239471605
"10",0.887107707337938,0.814722850963651,0.949145475456457,4.23094005582723,1.97786632756023,9.28216396702682,27.1618959399119,12.0102543266587,44.6540302490626,57.9542950775409
"11",0.938888370099926,0.87720491208019,0.980609910194246,4.36136882698167,2.51049168663997,8.13973675318894,23.1450275536762,13.6381888284355,38.610484899178,46.2236190241391
"12",0.899137492159778,0.833719765481773,0.951749381015756,3.16913411603675,1.79931024343178,5.37721749128407,22.7318508662039,11.0099078686506,37.1366048073728,58.0751096575211
"13",0.964720469094787,0.919674358811072,0.99145302275864,4.16004417888558,2.63287786916601,6.26813040535418,24.7441449322934,17.0806896544058,33.8504649269102,49.6045079358038
"14",0.980150133370841,0.933611685399785,0.999478151136371,1.6855847848329,1.21168745982203,2.20203002201618,0.00716031830404035,6.95217669200188e-146,0.115560923661034,52.5443963501919
"15",0.920693518472117,0.863736710944819,0.965248462312368,4.08361762772912,1.97440757225986,7.5019296277637,33.1971650511472,16.9169148901652,44.5065079155119,52.3134325031935
"16",0.926119139229764,0.87401919589619,0.965656447739139,4.52481145063339,2.66643407585942,7.3852513841626,28.978363549979,20.5814906951975,39.1748421290836,44.8386123135292
"17",0.954699181252609,0.904128035601964,0.987780854070826,3.18162742662182,1.98158554980832,4.79826054583195,22.1465564238846,13.232874929235,33.2550446479628,50.687584609029
"18",0.923450955309418,0.857420481667308,0.967731325204331,3.43158376709602,2.14532128253102,5.23272529002262,18.1316364069695,10.2418175960861,28.36969608234,47.6923965999217
"19",0.947847384967099,0.890695720701058,0.984360658837744,2.53775491739171,1.27618368997549,3.97631102837426,12.6739543295104,3.02807323382927e-43,22.1387152875743,46.1532896021377
"20",0.975266754191203,0.933799640032243,0.997126490328722,3.8423510691804,2.40523210670679,6.05803574070487,22.7749335610313,14.5866433007349,34.576038737139,38.5112455902728
"21",0.952595008670572,0.902679618046538,0.987796120977547,3.29103424001328,1.9539918621693,5.40110060850289,24.3915832037875,13.514446948829,37.6528391538525,43.5384428655062
"22",0.938496001452313,0.882671188527123,0.979535500461346,3.62010240883876,2.03148005487436,6.58647994209694,25.3946398900048,13.1949756590955,40.3107052828583,44.5580728777774
"23",0.943706880994447,0.884534514440607,0.983008325766199,3.5986690029704,2.26970489218811,5.69153014717623,18.7584780608252,11.7079377645028,32.919926142816,47.4606354570268
"24",0.87403529811354,0.799983547715586,0.935473274470874,4.13896106952802,1.55501000992247,8.64797588725642,35.6290655629987,11.1433359275829,48.8737035931454,56.1827631524017
"25",0.946488167745463,0.877360256074641,0.99378206978824,2.67771866296668,1.31824343834589,4.98312962792445,12.4367165320248,3.46868975697227e-108,32.5055948097398,54.526914051422
"26",0.936980642515285,0.874506530714484,0.979840637079064,2.50420367193905,1.23594541806748,4.08233687636497,15.7651861627849,2.30288419051772e-34,32.7246081284517,58.1901119963633
"27",0.90468342300065,0.844389591987307,0.953844829013923,5.23181077782417,2.50992123354988,10.0419153605684,32.5593519408156,18.1780619852185,44.0166422610837,50.6081922209219
"28",0.958714884448415,0.900407882040311,0.99370429286242,2.1371580970326,1.22753983111512,3.56768586149302,8.90867134172628,1.29324372214489e-35,21.0392292776958,48.0363829820398
"29",0.918410557500964,0.864684108881551,0.962313731758684,2.9951862133769,1.62768051797743,5.02546696167889,31.7470028109062,18.7765403264415,43.2234657573824,52.08364943159
"30",0.955705645817541,0.896507657671743,0.989706011726191,4.76799589948316,2.67282365868747,10.016858850605,19.3276022264864,9.88438685748273,38.7173742766171,38.2473648157191
"31",0.97800678143021,0.917631232000143,0.999419014336674,1.52437046666443,1.02555723758939,2.9440467152403,2.64972841650452,3.87514775849887e-149,21.7696380560898,52.2624140747924
"32",0.956783382916909,0.907561735422912,0.988850370537066,3.12551574194402,1.96469638287166,4.62299292033139,17.6820686991218,9.54939566515924,24.3968462647021,47.7483402578868
"33",0.949944707852053,0.881295840761203,0.990244485238226,1.39826429062777,0.920422301300426,2.52364402503915,2.34162497022347,3.54578381466728e-154,21.1650680785366,61.2444913141881
"34",0.927907257916123,0.862936263763497,0.976096025748318,3.40870104217059,1.92428759988707,6.39449716612527,23.6950541333584,12.2972960950634,40.2552138900015,53.6152205380305
"35",0.931678854186114,0.87306472099398,0.976293331626409,4.88559892684851,2.92922312070793,7.55154417206305,23.1282536769638,12.878515094562,33.3001185708711,48.6792393414739
"36",0.966008717605828,0.915056832195633,0.995690386652073,1.50412869820212,1.08160369133861,2.00551708063776,0.00426061137659548,1.39195929631755e-148,0.0153236942618827,55.7207042026038
"37",0.967600991164481,0.92331040663751,0.993336260765943,3.50334244811238,2.29119555704689,5.0782380198256,18.004656657515,11.6702078538061,23.3044829592947,42.2131718640125
"38",0.945707424750122,0.88582965798332,0.982739306949874,2.61623508023525,1.65594151685986,4.03982752518361,17.3732328768071,8.20099623587041,30.7272530069787,46.7355863797598
"39",0.949044486301984,0.881591664277122,0.993688131016073,2.40877560637273,1.29674197821216,4.07891540082667,9.91601467695264,3.96602075343632e-36,23.042628985474,64.4328935097357
"40",0.954003599464258,0.891988810267589,0.994018180770405,3.04174186180452,1.33222768690714,5.61134947093397,13.6670978905111,3.41069724720298e-101,31.6379415415789,63.7844491883164
"41",0.930532023573696,0.859195900785188,0.974866417065145,3.53516773999261,2.09115970879264,6.76260063185754,19.6056710355102,10.866339946443,39.1866764794104,48.0750511169848
"42",0.914370317201724,0.856484453137049,0.961294619595945,3.84548606213033,1.95000106889427,7.07592910042072,30.4189699392749,15.7209629950926,43.2206445802183,48.2698849779728
"43",0.877665728851018,0.813268659826894,0.929568035793211,5.5821181346346,2.59487309676349,10.9321281224544,38.2318558432011,24.5364714083561,46.4100978431326,54.1807062026135
"44",0.925187299143767,0.868904881467377,0.970946876858401,4.98469218707895,2.29835835244983,10.2512656700576,30.6128650262891,14.5542390356333,43.8616570433626,50.7533248473978
"45",0.960656095457764,0.901093641572326,0.994795103840145,1.89677409205586,1.13487166867111,3.16260148785183,7.38185886753816,5.51418136483116e-137,21.3570981190211,60.062119467062
"46",0.98116057647281,0.944799654270766,0.999105598049063,2.96687163988746,1.9606900602841,4.32885859131206,14.3048352276558,6.88860181798999,21.2613961633315,42.8024678143352
"47",0.959986882007719,0.90792112921042,0.992898028145489,3.19894807501609,1.94920455342918,4.83200213718143,16.7307944139132,7.31200008700054,23.8696139627456,48.2993670029526
"48",0.959583792576383,0.906696036998337,0.992573888306197,2.8261649091255,1.71946409410183,4.36664667916776,17.123700543775,6.96222801716008,28.956465858374,43.1735411459188
