"","Logistic CAT","NEC CAT","Pw CAT","Logistic CONT","NEC CONT","Pw CONT"
"dataset236",56.5688462877311,56.3862152547174,57.5675385824423,42.2274568995259,41.591807137779,46.3608038504466
"dataset237",39.8079129774084,44.7379201732612,37.4425887116303,50.74517838439,50.5037862145,53.7006510773232
"dataset238",38.3015824148771,37.0750519011333,46.4426738445145,37.905357038352,143.896933986857,40.9018844319477
"dataset239",53.2002296776578,52.6792350730723,58.2521150780836,40.9104082405544,39.8412975999461,45.6383362060816
"dataset240",52.6753978904538,54.9659378422048,59.1227369708577,39.5943694228491,135.005798463799,39.0381771701262
"dataset241",50.0111231319576,50.1140407775752,55.8053001680135,44.2461970822179,154.236429631468,50.377097318978
"dataset242",48.921836290623,49.4228915567486,52.5952764302962,44.490078836049,135.400719726406,44.5120750092783
"dataset243",47.9137384796026,48.5738202026721,49.5105501879917,51.6982747780127,50.1780312536375,NA
"dataset244",57.9018789961864,150.044681141073,65.6430676639669,49.3163272128765,46.9722771171705,54.4047683612913
"dataset245",42.9579079881525,166.454127826975,NA,43.282394192261,69.1512689982128,43.6654279515416
"dataset246",52.7903507601845,160.09247489371,58.9415259254882,49.6418326778404,50.2485204715483,51.0267739700345
"dataset247",43.1249946504272,162.764119859475,NA,44.1015085682421,147.254571777647,44.7817464317868
"dataset248",51.2264267764189,50.5186280870289,53.0763777869972,57.7171797998743,65.7224476479621,55.341365332001
"dataset249",30.385642883305,170.290054462222,NA,46.9217102326149,43.4528636618993,52.8903559984872
"dataset250",42.4755862879375,157.805914847555,40.5029119266527,48.0595121148475,47.9089503896061,50.4520535305512
"dataset251",48.5720968823689,153.120597673478,NA,54.9235264806837,53.4328214505103,61.3098692124145
"dataset252",50.0013535271576,153.565387775141,54.9331238351832,43.0618713030178,42.9332245314008,43.3948890977337
"dataset253",50.0454540945863,140.987428431271,NA,52.5344151514421,51.8790310110344,61.9295638472941
"dataset254",50.6869948240704,53.4263722755994,48.052505957862,47.0074977596271,46.5764582214701,NA
"dataset255",49.946663496859,56.5433978242468,51.8129518651057,49.1500589134728,47.0585874534138,51.5613069616254
"dataset256",46.8366981596687,52.1960423552127,46.3131430577505,44.1952529500132,42.6690896722439,45.0414162956647
"dataset257",59.265319780837,56.8760070831548,NA,42.1024551414109,39.763166923558,44.9669464074827
"dataset258",55.7093767334069,51.8724000672877,62.061246645277,57.2793117901283,55.1775931261701,59.6045652345299
"dataset259",45.103609120027,97.3899881784844,49.7881166872128,47.8227883553841,156.394161188002,51.6982574156233
"dataset260",42.97082956405,162.993541303643,44.9702627179653,42.7242669131514,43.8257140174942,NA
"dataset261",45.1369544279689,56.9488833127502,47.3984030356625,41.6283272894172,37.6517771624516,50.8259365251006
"dataset262",52.7264174961497,52.9498641032819,56.6086923156929,46.492135403847,46.0804007179697,47.6851469498127
"dataset263",47.2913030781074,157.764222298488,52.0980401983982,50.5070427491459,48.4899551389778,53.2390326155928
"dataset264",51.0529060804433,49.2496101214641,54.0788946568034,47.7269754013559,46.4680519989884,48.4458227679635
"dataset265",53.9924251128011,136.825940174697,58.089614077027,41.9480000699352,72.96267256381,40.9974926213228
"dataset266",52.4408881212054,47.9253901537903,57.4677389947544,52.929439686761,50.8427319527994,54.0082028085344
"dataset267",46.1840911357905,73.6507230619653,47.5403045847309,55.5302051510251,55.056528894192,56.9944739978204
"dataset268",37.4009569652833,173.032564806701,57.9343731081085,49.319791859338,47.121843729886,52.2348289272699
"dataset269",47.0255305388945,47.9188223742913,45.2815384112311,34.2114004146309,35.5215777855406,NA
"dataset270",44.7355088121239,50.920589629553,50.9179473252007,39.2781601784194,39.2221842991386,NA
"dataset271",42.5693932281516,45.9081538173666,NA,43.7152212660551,44.0874733089568,NA
"dataset272",53.7697219354296,53.1576174249371,55.8569343993485,51.5279680789423,52.4478976441356,53.3634511148875
"dataset273",52.4885259249179,52.0230994629352,57.1900291568658,45.1103637653879,42.6324506499597,47.7355272856538
"dataset274",53.1070842249313,53.4022828709823,53.7258623147447,65.4213520915185,62.7862611916573,68.6387653767293
"dataset275",47.9004901384755,49.7755365478393,47.8929480909474,47.3573297645068,45.6573735022046,NA
