"","Logistic CAT","NEC CAT","Pw CAT","Logistic CONT","NEC CONT","Pw CONT"
"dataset276",49.4155195328383,48.4152229667903,51.5636121800276,50.1886267142318,48.0517420448117,NA
"dataset277",52.3332835673104,51.5153617971731,NA,55.6937465039565,51.9423803734559,NA
"dataset278",58.8601062004478,56.0136599122401,NA,49.1340474719733,49.0963223442305,NA
"dataset279",42.4964909747475,85.3667155588193,NA,47.0052061039227,116.976118483732,52.9904297685781
"dataset280",47.6542464048002,140.616319248019,NA,45.2167139111721,42.1663361384375,NA
"dataset281",45.3507247701466,51.8129614624808,NA,47.8707794643968,46.0584750724926,NA
"dataset282",45.8912930998476,47.918681908562,45.7289251406871,122.930722149543,50.7649737427558,60.2176367808065
"dataset283",43.3964517119839,168.409780609207,43.3958111351873,48.9564603040949,47.8007979532486,47.9060486783691
"dataset284",48.0384492339837,50.0537342854527,47.1120419849814,59.6236238793671,67.127010218157,57.5685936928267
"dataset285",43.0289970326485,151.725420942816,NA,33.0053103249048,126.915743899114,37.291372586368
"dataset286",44.354257740278,47.6410162505925,45.2933706552231,47.6233087630258,43.7588054763303,51.5246874222106
"dataset287",51.8041867269242,52.4831327046253,NA,45.7492967630363,45.8513953241023,NA
"dataset288",42.3831295262156,40.9074192649461,49.0597550444677,37.0036014562965,69.3929016594786,37.3078874071915
"dataset289",42.8612125594785,44.4756966880084,NA,47.61320136467,45.1447846064649,50.6585008588414
"dataset290",50.559571046637,54.7290417792083,NA,52.176784615118,49.7103872451255,57.3265098759167
"dataset291",52.3442953542302,155.442702705229,NA,32.2994789676828,37.485913780191,41.3623308716983
"dataset292",38.6230123729995,46.586394095341,NA,48.9161157620408,45.4544195958307,52.3541981125428
"dataset293",47.4799621211543,154.600275775032,50.838569875745,47.6052368133757,45.4255246005508,51.3516454945649
"dataset294",45.8721168048489,47.836117972496,56.4623647638631,37.4373200942552,42.4563391593422,41.2127643445085
"dataset295",40.2257999685352,177.62012098122,45.1024479643204,58.7933983850361,56.0185034699829,61.2412451349834
"dataset296",41.9627919657573,41.8295083388962,45.1629921521888,45.3569425888831,46.5180718358411,45.5463299133462
"dataset297",42.682884285432,41.0478934836182,NA,55.1791766018903,52.8098001466508,58.1891383842948
"dataset298",43.6728079706598,44.9391786798523,41.2373277821336,52.9387232483789,48.9938565277494,NA
"dataset299",44.5910134533849,45.3945261913192,46.883975675712,50.8215032480413,54.6713994257017,NA
"dataset300",46.7187367891556,52.0972522532283,47.4169690228121,41.477404711753,37.7383824819906,53.8918144353719
"dataset301",45.663338709993,54.7658913168062,NA,56.2917784389107,54.3303265340555,57.6661730165318
"dataset302",49.543568399875,152.722960845123,55.0150088866712,43.0699438238121,137.263079060057,41.7200563295227
"dataset303",47.8783190999734,144.46077640639,54.4574374941647,44.778892955918,43.3024502255455,48.1379202928674
"dataset304",49.6544511429431,49.627221548182,NA,44.0368534985587,40.1565512672133,NA
"dataset305",137.140218834423,50.4917663680421,NA,42.3257114635387,43.7812433148348,NA
"dataset306",41.2337915191161,152.885057933307,40.9067256705989,53.4200341872421,51.7778356802962,55.0254135623524
"dataset307",56.4889919650118,58.4483554278754,NA,45.1945431489099,47.2403938477117,46.9664961883982
"dataset308",45.5484561406281,151.838898016497,46.5680998963991,52.3469088060687,50.9450759194063,NA
"dataset309",46.3813779250339,46.3051041724003,55.4428846509704,39.7628475095805,38.4396216937513,NA
"dataset310",42.1050709869777,41.8301649050504,45.3747008122894,45.0698778029118,46.6625487198093,54.7521687697505
"dataset311",41.7279693371807,149.779201987001,NA,50.0170976977531,55.1029638389635,NA
"dataset312",50.8039186332773,146.642466940236,56.2712538212489,48.9129179803694,146.024183825617,51.4640301924791
"dataset313",51.7239878324066,49.6373575063984,NA,45.1373864382747,46.8381652068902,45.3462467411243
"dataset314",47.667747759521,145.949624645383,NA,48.426006321386,44.3276226704155,57.3539720143326
"dataset315",57.748561861772,54.7555050172071,NA,49.9916367440935,47.1165529079199,52.410131029651
"dataset316",49.9722077154344,46.5382042591434,NA,38.1861640363512,34.8477943048006,NA
"dataset317",48.6840390610942,47.1072226016216,52.3287995255402,48.7771990839917,48.3770642793574,49.8008731190657
"dataset318",39.0246998668028,39.614381471456,NA,47.142890748003,46.4426660022284,50.3781036042498
"dataset319",49.7517298344417,47.5800617742547,NA,40.1776852935485,157.520539968089,44.2796756122844
"dataset320",44.355212302312,159.190790872581,NA,45.1366825884549,43.2696504655324,NA
"dataset321",47.0476100375389,161.06313390154,NA,48.3928674661375,44.8583031507964,59.9707174811285
"dataset322",46.7015627287087,45.5774972645867,51.1835564705461,48.5867179529147,46.7431995010804,52.1342433188825
"dataset323",41.7767141089717,40.6303212140316,45.9976917307784,50.8783879881254,55.4382256072254,49.2320710821894
"dataset324",50.3132120604927,48.9600436267761,NA,45.3371351785118,135.221952603364,46.4041272129941
"dataset325",52.0268242678175,50.9304262922709,NA,50.1227146779037,49.0601051094562,52.3458717410892
"dataset326",53.386887251225,49.4256914923625,63.5435677845401,47.3033844805778,44.7746651168892,NA
"dataset327",44.985169310317,164.944950902405,50.3111688856863,55.5180381740046,54.0476348414589,57.1228443563803
"dataset328",45.5795249663466,156.646277857097,52.827480640107,41.3660710593048,120.009848058657,39.9327592857555
"dataset329",49.7079130305316,50.3239574497984,NA,50.3798468515639,49.3441948633153,NA
"dataset330",52.2380030937678,148.070674341068,51.9135633539688,46.1960364672011,48.4542640524128,NA
"dataset331",43.2614795578097,82.043079589935,43.9069872167058,46.716597685056,45.6778290436088,49.7576440444
"dataset332",44.9672399693352,47.8172218254386,52.4223455683339,41.3811504624945,148.667695505348,42.1445633079926
"dataset333",41.4731067548922,38.0890921549116,49.4985764189684,46.19601078989,44.8424943047099,50.6275345236049
"dataset334",51.1308034587482,52.3091861504946,53.9239190496455,44.1183621065003,40.8037577826732,44.5989072692521
"dataset335",52.8087053955219,52.0115791500689,54.6298261679468,39.1720523213844,55.6220493764627,38.033000598912
"dataset336",47.3032522889792,45.0036638417055,52.5286744828695,44.3016244610515,89.291079906853,44.893021896118
"dataset337",53.1384948139234,52.4114931725461,57.7394126203591,44.862740032984,44.4345809367024,45.977486484456
"dataset338",56.0243252778594,52.7417003427472,NA,53.2149135928786,56.6053536337291,51.3128122834813
"dataset339",50.037998653853,50.5288487862907,52.924917838023,37.543540268467,143.881773870372,NA
"dataset340",62.6127438994983,65.0182993799586,66.0543400080875,45.3681248021347,46.1553814065329,44.5577707114766
"dataset341",46.3105228255672,54.4487440199355,NA,49.6862835335995,46.1540828922368,58.2939671568079
"dataset342",31.7066932719205,31.7067016085868,NA,38.4017395076953,41.2930319158928,38.8582287110771
"dataset343",49.9297170282187,59.049603051661,NA,48.5233105506093,65.8543462780294,49.4563945632239
"dataset344",37.7615670061403,36.726973976596,45.5456416188925,43.665892087979,43.276555289154,49.772472089613
"dataset345",45.7556492743513,45.404567625083,NA,48.8275454642226,46.981092864489,52.4769239084843
"dataset346",47.5121067635262,47.0117512394854,NA,39.6173485424347,50.5690899751178,46.0272648191644
"dataset347",43.5626730033498,167.502590006867,45.7552686069583,43.8217181111087,41.1789145925408,47.7998826896803
"dataset348",35.0026747002603,42.0889830534103,36.0111592888355,47.3541854229816,45.80421847682,56.6320458098978
"dataset349",33.5451350157321,35.3094693467138,44.4251295464357,51.8617924250102,51.2452950463492,NA
"dataset350",48.7180697965016,48.2949858632787,52.1821264926238,53.5049989053651,50.3502305245065,56.0726876915167
"dataset351",35.5849293383827,145.586805423985,44.3676214339387,45.4342692179578,123.429805290695,44.3896376850618
"dataset352",53.7892264986922,53.3791196209959,55.9604719272975,52.7259395633543,50.1702764803625,52.0083528452507
"dataset353",46.7389197025944,88.4976804483947,47.1211038467565,50.58232782998,146.218056123675,NA
"dataset354",48.8494410330261,47.4662544415545,54.5769394328074,38.1790318345624,36.344355276504,42.3038085045926
"dataset355",38.99033441784,41.1061055495135,44.8948997524485,39.9519842006328,38.1363753617152,46.412740038528
"dataset356",44.9087508814168,45.194497399787,NA,46.3555717449823,45.6604007478875,52.1079929003688
"dataset357",45.8438668628384,142.741698347475,NA,52.0110513864162,49.5266143205126,57.0563168927115
"dataset358",48.6386583346907,49.3906018625985,48.6180714459439,41.9984796019838,40.7748167315248,NA
"dataset359",42.1450530865962,150.970832480457,43.7049115199717,42.0728041449699,124.397427082614,43.3537188907505
"dataset360",43.6088415991129,41.9574313384796,54.7676016147539,37.7540128871808,35.1922678729225,45.622589099166
"dataset361",41.2289712604195,40.4118516227065,45.664403491086,44.9608979386594,53.2716326205274,43.8843916212482
"dataset362",32.1841830519749,32.2623669372664,41.9501891276448,49.9373241281302,48.4701635256351,49.9745345479691
"dataset363",45.0318196061047,145.1585922508,46.7238158394316,41.9066673619412,39.3314903423473,43.6760992460429
"dataset364",39.2015706500455,61.374060322684,45.8910247613306,35.5067977393421,36.5509273725438,46.0721900390745
"dataset365",41.2615544077063,41.7468943620656,44.9472605826227,42.6243185075469,66.3715352675147,NA
"dataset366",46.403977832389,46.0941128870068,57.5289021042469,42.9558160003171,143.424859223447,NA
"dataset367",42.5038310062229,151.928630809216,NA,54.5707466701884,54.1510475369032,NA
"dataset368",34.5708346474201,33.923530415012,NA,51.2921145608844,133.049865752468,NA
"dataset369",52.255620421055,49.4043725930438,58.0856425149873,51.2769506914351,48.1272632348616,58.824601562329
"dataset370",43.2381137181586,40.6680131944165,48.1750420769057,63.309786984276,61.092362939611,67.5625842527649
"dataset371",33.4511648592369,39.0752987254251,NA,39.8942953449268,41.1890109434239,NA
"dataset372",53.1307333661579,52.0677064640875,56.7265572072797,63.5298962971241,61.8219941758741,NA
"dataset373",46.3458995264423,135.322012788663,NA,47.7112551840779,47.7849816482339,51.3501648329442
"dataset374",49.5425953917774,47.8896329967661,NA,46.5162234785702,44.5091736138583,52.4638417150355
"dataset375",48.1179714547722,54.5276690082169,50.0308250685613,46.5338574182233,46.0506522019918,46.86309194628
"dataset376",139.373625820408,46.7582896102329,54.0922130679028,52.1592464910301,48.820848943778,58.7754681860792
"dataset377",45.2280680370804,46.9331060085293,NA,46.4318475923294,48.4279522178128,NA
"dataset378",42.4686213336884,43.7994030888206,47.9645258999351,51.4325249349907,46.6996759278832,NA
"dataset379",52.5600148956039,75.1544695363899,52.9204567603337,47.7918563706678,45.8679052495373,51.7628888901678
"dataset380",48.8417141365676,47.4191120534573,NA,41.8630924260508,41.911522049223,NA
"dataset381",45.360136376466,44.9030464019315,48.9072526828,50.1082756168852,49.5249063647105,51.7113697526305
"dataset382",47.8978093230772,56.008923356189,NA,44.4457268221774,41.9100802729224,NA
"dataset383",55.5307956451794,56.0440113335752,NA,56.0881630125149,69.8681840696232,57.3456255851055
"dataset384",49.9388540478086,49.2985642985747,53.4011803239042,42.7680612541328,133.116875246112,42.5233646712859
"dataset385",46.6780909610172,143.47098457468,51.608694834577,43.9431665857245,138.157372108657,48.4238006372892
"dataset386",55.5594243671895,54.4779919258883,NA,47.5802878435745,132.141062521437,48.911579339906
"dataset387",49.8929297220299,50.5621831303658,50.1874717019453,54.1168301810515,51.8420547455604,56.1065722985844
"dataset388",36.6063402051587,178.462547911335,NA,53.9884176934814,50.9685561705389,54.3729762823162
"dataset389",52.1162142420575,49.533289707561,NA,53.747597168657,51.481407342707,54.3399427539803
"dataset390",48.5277406353211,151.125945452574,50.962234946681,28.6665604215355,30.8034567465825,NA
"dataset391",49.2066704773519,48.6466383789636,NA,45.0807260996495,45.9049439516396,NA
"dataset392",47.3079046430759,142.755593860537,NA,47.7166314789808,46.1455657618045,55.2205980200844
"dataset393",43.8262762570251,43.847223065282,NA,56.9692179783024,53.3320307902928,61.5094264770071
"dataset394",47.0810976649961,47.2854915710802,NA,47.6693916643898,49.000969877021,53.7084799438427
"dataset395",50.2394844290914,50.3860993582864,55.4205201681698,43.5131864524917,42.459836315131,45.8232417828179
"dataset396",41.8823294563001,40.3406971769946,46.8712160833418,50.9873465801247,52.3306152545361,51.3549066040608
"dataset397",54.3075341190474,53.2304521649565,58.6721797355268,40.9176959916121,138.086688545726,46.9625934153866
"dataset398",41.3577387791679,38.7668685963189,45.9668695711067,52.1379978070064,54.5444961384558,NA
"dataset399",67.7583683095329,65.3487392103467,76.1923718402429,47.4773611831709,45.6569287019505,49.7531626127658
"dataset400",50.2037557901962,139.382795953374,NA,48.8066007501362,47.326682376177,NA
"dataset401",46.3348399969531,147.070680112958,NA,53.7684874512256,137.813598165136,57.622967906856
"dataset402",43.8824568680149,44.652933548645,NA,51.5688755643818,51.2528170828665,NA
"dataset403",48.256605921154,56.9605945021014,48.0532114469936,35.5697098513274,33.9837985957852,39.1646269153625
"dataset404",56.2580691570056,55.0785818528721,58.4135358794396,47.281779067511,47.3458583232115,49.9132701417704
"dataset405",60.6221289865983,59.6503272239027,64.9432602537025,39.3666695985736,35.5687952878177,46.3116264567539
"dataset406",45.9767796635316,164.040037591179,48.3492685555445,40.3322785060072,151.277948974921,40.4450332973348
"dataset407",44.0777802859459,102.069228690683,46.2295375747671,45.1269823194761,44.8032603640563,45.2521640951604
"dataset408",42.5796722632007,43.1993105887654,54.6532559764394,38.954075738202,64.8998308401174,38.2752088030082
"dataset409",39.6620920412695,41.4620076436715,39.1148260469323,48.7560646697948,46.7869590026742,49.820297255623
"dataset410",42.942120344096,155.355312328568,50.502564178825,37.1181587481056,151.44323273162,37.9014227137063
"dataset411",49.3409847172945,140.19873808183,50.5720021578981,50.2210399373323,48.6631253584051,NA
"dataset412",50.4266214096522,143.259830927979,NA,47.6489257119194,137.263079060055,48.8102024525924
"dataset413",45.4120005011473,167.526201481125,37.5674746540811,48.1109147002994,56.5047005833297,46.1372249316409
"dataset414",43.3705532431118,94.2922334636586,45.2211286976264,50.0890903266215,48.5036107521084,NA
"dataset415",41.0984155666471,90.0947054715773,NA,51.754396625961,49.3627351436141,54.6797456203841
"dataset416",48.9308687014051,47.4871768639618,NA,40.0990846332764,61.0142232593443,41.2458748520577
"dataset417",53.751821563156,147.598370944569,62.4524474140186,51.2963227587346,47.3996863638668,54.1607990562433
"dataset418",151.636722986936,71.7258595168872,68.585706345229,46.1916667076215,45.7522664099282,45.6336859144341
"dataset419",45.0274342943335,78.1657036463889,46.9942744794503,45.7220809215876,45.2215060203955,46.1759899384535
"dataset420",50.858031056785,167.413060778154,50.0408341202952,45.8908020763846,47.0197789731158,49.4296464578358
"dataset421",47.4266659331538,48.1412809004951,44.8035592088001,43.0094641335818,38.8921020385452,55.0218257099504
"dataset422",49.5795420794267,144.552405857367,51.8673399893994,38.8262296999833,141.959250062433,42.1993681388044
"dataset423",56.9511478039893,154.368932623028,59.8454125164379,47.5655127463275,46.2014072953467,NA
"dataset424",51.4533441865607,51.7685002020292,53.5521689696921,42.2440495691453,38.1094993418377,47.4742179480707
"dataset425",53.149311262831,51.8023526711658,59.642292807943,42.4952565043716,146.586560135016,45.6209431476134
"dataset426",51.0529060804433,49.2496101214641,54.0800734739092,43.068576487211,42.3808486433404,NA
"dataset427",63.8920440529643,61.3391578753006,65.3967430032969,45.2599122515777,46.4738684793642,44.8218348808798
"dataset428",46.2284375786473,52.0092453245844,46.3411267902163,48.3621959682453,142.472657131241,50.4537013707378
"dataset429",45.4720002768047,142.026307633422,NA,41.9083238845714,41.5942856103222,43.1106379656883
"dataset430",41.6276165752188,75.4920760504118,41.0768993245501,45.189811608488,78.5763592738563,47.170446094311
"dataset431",51.1300238647124,142.868734563509,53.7577908778626,42.9692328578986,43.2255382383493,45.6030613850501
"dataset432",51.4681459938907,52.0078560194627,NA,44.953108954724,50.9636121437441,NA
"dataset433",51.4793814601554,49.5302551103679,NA,38.7636934561355,36.5032764105416,42.6348349835767
"dataset434",50.2304650040344,141.929747119147,57.9095009371101,44.1470712444067,41.1810233522297,NA
"dataset435",48.6262012471715,154.165199636115,NA,42.5481057487789,47.3366004698389,NA
"dataset436",49.0870824970366,155.996760087845,48.5246056200656,43.6328122678023,42.8054034148516,NA
"dataset437",42.5479852888142,41.3745225178602,NA,48.6051108666811,47.3402181700397,49.9882366314764
"dataset438",46.115350824332,143.185944623865,49.5368266074858,45.5993449948405,45.8310320703531,47.2321819373251
"dataset439",40.1783688972985,147.925203764346,38.7950724783902,54.3250447319141,51.4860328395628,61.5328048031742
"dataset440",56.293187254556,107.52986112948,63.6932052880153,51.1482583508228,48.8720866375726,52.778420336386
"dataset441",49.3026406339424,149.723357022183,49.7482197272518,45.3486013595572,44.8063727681508,46.881656393625
"dataset442",48.417482106958,142.935337768269,NA,54.7111615255108,57.090296211204,56.9550169613493
"dataset443",48.4714948756674,43.9536624382143,55.0850564172454,40.3144210867527,39.4860703409037,NA
"dataset444",47.1568458528898,45.7693959851475,53.5674653784632,45.8305197213305,44.140073072459,50.1006820401547
"dataset445",62.7123409719148,163.877345711561,70.1657882280157,45.6959946196369,147.792010365009,43.2282620873767
"dataset446",48.1884184348708,160.554324260886,NA,48.8917451016049,49.6028781438757,48.2950795542844
"dataset447",49.3771674233051,50.5323659907101,NA,36.3828702591421,35.2998713817967,39.0941258288931
"dataset448",45.1027139454604,48.638555711988,50.2075505077718,51.8771708084136,151.391089677966,58.709347570799
"dataset449",49.6358950661744,47.9060661311717,55.6670005147814,47.1431118639235,49.3343500710334,NA
"dataset450",56.5491903719037,69.2176789116768,59.3572648804474,49.9147011135463,48.6963642031859,53.0373016788887
"dataset451",52.978508992304,50.0917858045543,62.0996901529709,40.0032395174357,148.951647355423,42.2474508371746
"dataset452",48.7246159645781,48.0903524403638,54.6503320419199,46.0637296214305,122.703207076985,47.7702046837812
"dataset453",52.0145083635615,136.852424976409,54.9312618282185,41.7135986186438,42.4311107070903,42.4487251112988
"dataset454",43.8491211695875,134.130045924463,45.9165611513917,52.5744182844271,147.665386295635,53.9166673976779
"dataset455",48.0920982507472,163.373237745082,48.8063990274058,53.4378425804312,51.4176733528247,NA
"dataset456",45.820773397692,45.9503740217232,NA,46.333038483694,44.3590149502834,NA
"dataset457",38.0990640213421,37.0896167318369,NA,54.528993561238,51.6599147806289,NA
"dataset458",55.2909884586046,54.7028288131607,NA,48.0029506082863,49.7679624117902,47.5014243883973
"dataset459",52.4993531411905,52.2118741584112,NA,49.3240844506031,47.3698317270408,57.3295485141978
"dataset460",47.4244854964244,52.1883599382414,47.2394812191968,47.4783649571213,55.1427607721021,45.8406570372972
"dataset461",52.1489812675337,58.1754062131658,51.949016901031,53.5381737646615,52.672463761482,54.3889052311491
"dataset462",49.1675965693391,157.65303257121,NA,46.4557020426159,44.9717056699786,NA
"dataset463",51.5878790510815,56.888186329023,NA,37.8289056451602,39.3853744483819,44.6808164057293
"dataset464",51.7424680520162,56.0552887018202,50.5409266875574,49.3810067246308,134.681414132011,51.8336738102066
"dataset465",52.5026963903715,53.6248727308948,51.6407241392161,57.3084181305397,71.6179852378298,NA
"dataset466",33.1090598692675,32.6026333793882,37.4047219907124,46.0579763947657,46.7736716584314,50.2490896638231
"dataset467",51.7415790514335,52.7464877793637,54.6927901393338,45.5494232603637,41.8947731243083,NA
"dataset468",44.872095828667,48.1415719439819,42.5273843824093,46.3938377342841,48.0196723496366,NA
"dataset469",49.7631609989286,181.543437993233,42.6955787477604,58.7044547552311,55.1053640866507,NA
"dataset470",53.1088577914856,56.2969607193953,NA,49.0867658787194,48.8789378556797,54.4438209510809
"dataset471",47.1209242959405,53.0991654891773,45.2650687410669,49.4090275397621,47.7768463017208,NA
"dataset472",49.2477831084509,53.090476514268,50.3645988245145,47.902421500104,56.506715925927,46.0413081489162
"dataset473",49.4200415188296,50.0549226735047,50.1051584610738,56.5535422973344,53.2846505673522,NA
"dataset474",37.8619044362178,138.053362936497,NA,49.140846674891,48.8155534211225,47.1596305637489
"dataset475",54.7862873748513,157.269139541781,NA,44.9730616196022,44.5557841427859,NA
"dataset476",53.6668211254852,54.9943856862819,NA,49.2391868932891,49.9982572816984,NA
"dataset477",49.6684303244298,49.7865860678681,51.3035370168845,46.5462880640183,52.4088019072645,NA
"dataset478",54.9148915782941,144.352609252992,56.5019653555848,44.994850800725,44.9286410315013,44.9617454363614
"dataset479",54.3154529436255,58.7718537198775,53.6043852816749,38.7419723157713,36.4964817934854,43.5836263812455
"dataset480",43.8507907540329,92.8504398125997,NA,41.5325570159794,58.1085538069428,41.2394977421202
"dataset481",51.4730807990248,50.4897436118406,NA,53.7965754954868,49.9389781368781,NA
"dataset482",45.7798897842386,46.2650683518692,NA,54.1651647204572,51.4892828824489,56.9674094766582
"dataset483",43.7902240689988,158.648341777698,NA,40.449180893591,143.556265454871,43.7961753419161
"dataset484",44.942597326608,47.7567677918205,43.9890575848639,49.9275963778953,48.9261233196094,50.5432109028664
"dataset485",39.9689297653756,162.662587444138,46.3206918277487,49.9472485681915,141.562499889563,52.3237936142351
"dataset486",52.2289886765736,155.4427027052,57.5373565539952,47.2242706382745,44.861334729258,NA
"dataset487",44.0764387591297,43.1258843075547,NA,42.4137599297508,43.6769676639123,NA
"dataset488",38.1480393523704,148.343457806475,42.1681039923657,52.9722170747577,51.2228559676763,57.6518185671291
"dataset489",51.2907970276407,51.3601933578932,54.7314477681766,49.1895704873433,46.2292546383963,54.2623492638665
"dataset490",41.9889462405211,47.4189076589962,39.7514414746307,40.6546616596557,139.64124679832,44.3488690813533
"dataset491",42.366351539935,146.878707476823,48.4214004615507,50.9819128081934,48.9750370031195,NA
"dataset492",40.6256198377015,39.3627600262891,46.4517818328204,45.0192389626922,43.2476549268733,49.1242265697575
"dataset493",53.4692057537843,53.0123569359505,54.6683367228143,44.6156484157644,46.4729419377995,NA
"dataset494",43.3744434233135,151.647541605664,48.4097324961109,47.6210511272757,46.9552790978501,NA
"dataset495",53.1103184833285,146.899560418722,55.5014894308809,53.1763178571382,52.5429454951791,58.3069852424737
"dataset496",46.4797546428907,49.1654490907868,61.2130639174145,49.1182182298576,46.0906634998091,53.2661058132311
"dataset497",43.3308760555155,41.4082623947024,NA,46.6643269915093,47.8192406485154,45.2248316964965
"dataset498",46.4632153564993,47.3661653679506,48.6884164780584,44.8533509003722,46.2124880643136,NA
"dataset499",44.7526538255244,148.78848363642,47.0208143466017,42.704605040433,40.797028292435,NA
"dataset500",48.2473198045575,50.4154010765299,NA,48.0408054893715,47.1513581319333,NA
"dataset501",48.723049673388,45.7949989547456,55.8823756534076,61.4782544600707,108.997027576738,62.0139393378608
"dataset502",43.8267335268299,64.6870601865328,NA,36.4990220924822,39.9566265616322,41.9107209578558
"dataset503",45.0884026077155,159.036999991973,NA,38.1076226224253,37.8616290478093,41.168012792014
"dataset504",46.2420154045151,153.322436335247,NA,57.0223657823458,55.241747007265,65.1566175085834
"dataset505",50.2102160934381,51.5043583162663,50.4977185191952,42.3307739177953,142.430229054768,NA
"dataset506",53.9267254082316,150.714186021098,56.0224513902252,45.7975157676558,45.4459534042808,NA
"dataset507",45.4216637004133,45.0755876958782,NA,52.3207298575715,49.8762248428558,53.5334600711351
"dataset508",42.6366763410457,154.806311024706,50.2401064976353,50.6971859244881,49.8824225684996,52.6001658653897
"dataset509",63.5581218600922,157.449822704627,NA,35.7482769592574,34.5204376735193,41.437807596269
"dataset510",45.7735475677102,47.997857415883,43.1128925675201,44.7312408244666,43.9704361001412,NA
"dataset511",54.7619358829003,54.7695922052312,54.8264291485989,53.1062250291334,51.3257140745399,NA
"dataset512",48.6527981686073,47.6859353303784,NA,44.6904948505214,41.4411266825033,NA
"dataset513",42.3089022740504,41.3379835709234,43.4403542961595,49.135512234718,49.7872222736378,52.4914460899444
"dataset514",55.5745502455133,54.1452055265203,NA,45.7252462221038,45.1631775165968,NA
"dataset515",45.2811093576082,44.2796380664614,50.6357254898711,53.3465509024423,52.02669460356,56.8211815639616
"dataset516",42.5373128913673,155.009520891273,NA,46.5372362519916,45.2685892503704,NA
"dataset517",44.9326971110296,82.3181659981403,45.2415428486008,46.3781500118145,46.5610340331235,46.4640951575345
"dataset518",48.034791509599,54.6621381748354,NA,45.4249943051441,45.5904545151622,NA
"dataset519",43.1842683130324,155.891689394754,42.5797758094316,45.887595148937,131.718844236619,45.3074153668114
"dataset520",43.430255794568,43.9058463651702,NA,44.1865806484702,40.8839437922897,48.8742073049646
"dataset521",41.28424656151,41.1684050543737,NA,40.7699601162872,135.829799772475,40.0511036509915
"dataset522",52.5343184610928,53.105607718753,NA,54.0793727725609,49.2570875851097,NA
"dataset523",48.2834749234509,137.196063708035,51.0112192459977,49.3691026863535,138.491590441232,50.9989397164793
"dataset524",39.6296364409295,146.293263377023,42.8303308040023,46.5840004273569,45.3511176327563,48.4041633379665
"dataset525",48.7041704930103,47.7769690238079,53.5965849230348,50.1288472486254,127.392473484326,50.7030294390739
"dataset526",44.6617235538879,44.4361542089228,47.7947196614381,57.3228906615809,55.4074628237743,NA
"dataset527",31.7842046681672,32.2842631580116,46.1844409399464,57.5573768601739,54.5416006675086,59.7952593736072
"dataset528",39.5563895490589,39.3652666556475,NA,41.1693122583618,72.3088161733598,40.5109611199691
"dataset529",47.7586799430003,146.040553299788,NA,59.6706160870994,59.4232114904708,59.2259647472853
"dataset530",45.8981251514349,156.197291167463,49.2720921606512,45.8656670099095,45.2487108387259,50.1909967893886
"dataset531",46.5150199029102,51.2102422569408,45.3696320544338,46.2782908026525,42.5668764851163,NA
"dataset532",41.6400997359615,94.0171647291291,46.4153553354692,38.2313820439725,152.437585965481,41.4445315711211
"dataset533",44.1293251538282,84.6865912668843,NA,41.2684130509538,74.9278959637318,NA
"dataset534",47.3709536542629,47.5627385933205,NA,45.6334414014813,138.878359980593,47.1785746678767
"dataset535",49.6891088542856,175.689820285734,NA,48.7326527607455,46.7533658316113,50.6221055563622
"dataset536",43.2309705447324,152.165730836782,41.8825282944013,48.1576250298458,48.7560613226498,47.82243180741
"dataset537",49.2373771656122,48.3160958343138,NA,116.205304027834,57.3959264455516,64.2511771878365
"dataset538",58.0149870814072,56.6483880607697,61.894539856197,49.6638930867991,47.1594347958009,57.6491103607159
"dataset539",43.7252563614905,161.972419497179,44.6904429832583,53.9914475836642,50.0756429236575,58.9247415380157
"dataset540",46.6141697358919,150.892953143369,47.4513234906052,49.5767440850815,49.8999349899828,50.3094092613904
"dataset541",46.7120184039586,47.187715590967,NA,39.498596008211,36.0513444251557,45.5205911346706
"dataset542",38.5019068258945,35.8142877278977,NA,31.3002911240755,32.2173741495849,35.4732034419854
"dataset543",53.0300999876498,112.142701090356,NA,45.8510091729418,43.616056268464,NA
"dataset544",45.6184543996122,154.498743359714,49.1080641235098,48.6069733822587,47.6116744418339,49.2661082553315
"dataset545",56.6881363125363,55.916414559805,NA,51.1661270573421,48.2325496230731,52.2698451548791
"dataset546",31.4441914127591,157.562963407635,49.1649566408036,45.8373579473946,44.0404434441193,52.4211572010497
"dataset547",38.0650875676668,168.347247632532,NA,28.7150693931917,75.5527008611847,NA
"dataset548",45.1202541426117,151.523582281048,NA,51.3328459989753,52.7436511504408,NA
"dataset549",53.3788853364222,58.9629564600409,NA,51.9242052281656,51.6991277421941,54.3194583534343
"dataset550",43.3189755254845,161.509666614181,NA,38.4354097939159,40.8905501548911,38.7178734433016
"dataset551",52.0700426561374,51.1488786045123,56.8630442425025,44.571455671163,43.4704712153073,45.0723254131765
"dataset552",36.397160797215,102.177266175957,40.5900718650262,50.7000691572334,47.7854225414838,NA
"dataset553",42.378013751954,42.1117534608223,50.6524852129788,48.4709089046032,49.6215012070863,NA
"dataset554",53.1625351629237,51.8544140309144,NA,37.3926848125464,35.4107011930583,43.7681556848162
"dataset555",44.6319970886965,78.0287345248068,45.0861621828945,40.5008788839166,62.6314411740138,39.9818054726117
"dataset556",40.4111096263784,41.4503697698707,NA,52.9603385674313,50.2962556081803,55.4122324317607
